language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_eN	back_translation_en	glosses_ru	back_translation_ru	comms_internal
20	Lezgian_Standard	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а		ABS	SREL	Y	ABS_SREL	Non-verbal predicate.	zihin-∅ jaʃ-ar-ilaj aslu ja	память-ABS возраст-PL-SREL зависимый быть.PRES	‘Память зависит от возраста.’			
20	Lezgian_Standard	31	call	X (call) Y	звать	X (звать) Y-а		ERG	DAT	Y	ERG_DAT		Mehamed-a Marijat-az ewer-na	PN-ERG PN-DAT звать-AOR	‘Мехамед позвал Марият.’			
20	Lezgian_Standard	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом		ABS	POESSgalaz	Y	ABS_POESSgalaz	Non-verbal predicate.	Mehamed-∅ sa jis-∅ idalaj wilik Marijat-aqʰ galaz taniʃ xa-na	PN-ABS один год-ABS это-SREL впереди PN-POESS с знакомый стать-AOR	‘Мехамед познакомился с Марият год тому назад.’			
20	Lezgian_Standard	33	know	X (know) Y	знать 	X (знать) Y-а		DAT	ABS	X	DAT_ABS		Mehamed-az Marijat-∅ tʃi-zwa	PN-DAT PN-ABS знать-IMPF	‘Мехамед знает Марият.’			
20	Lezgian_Standard	34	play#instrument#	X (play) Y	играть	X (играть) на Y-е		ERG	ABS	TR	TR		Mehamed-a gitara-∅ ja-zawa	PN-ERG гитара-ABS ударять-IMPF	‘Мехамед играет на гитаре.’			
20	Lezgian_Standard	35	avoid	X (avoid) Y	избегать	X (избегать) Y-а		ERG	SBEL	Y	ERG_SBEL		Mehamed-a Marijat-akaj qˀil-∅ qaqud-zawa	PN-ERG PN-SBEL голова-ABS относить-IMPF	‘Мехамед избегает Марият.’			CV
20	Lezgian_Standard	36	make	X (make) Y	изготовить	X (изготовить) Y		ERG	ABS	TR	TR		Mehamed-a bomba-∅ ras-na	PN-ERG бомба-ABS изготовлять-AOR	‘Мехамед изготовил бомбу.’			
20	Lezgian_Standard	37	make_fun	X (make fun) of Y	издеваться	X (издеваться) над Y-ом		ERG	SBEL	Y	ERG_SBEL		Mehamed-a Marijat-akaj jahanatar-zawa	PN-ERG PN-SBEL издеваться-IMPF	‘Мехамед издевается над Марият.’			
20	Lezgian_Standard	38	have	X (have) Y	иметь	X (иметь) Y		POESS	ABS	X	POESS_ABS		Mehamed-aqʰ maʃin-∅ awa	PN-POESS машина-ABS иметь.PRES	‘у Мехамеда есть машина.’			
20	Lezgian_Standard	39	look_for	X (look for) Y	искать	X (искать) Y(-а)		ERG	ABS	TR	TR		Mehamed-a kylegar-∅ ʒaʁur-zawa	PN-ERG ключи-ABS искать-IMPF	‘Мехамед ищет ключи.’			
20	Lezgian_Standard	40	paint	X (paint) Y	красить	X (красить) Y		ERG	DAT	Y	ERG_DAT		Mehamed-a tʃʰapʰar-diz ʃir-∅ ja-na	PN-ERG забор-DAT краска-ABS ударять-AOR	‘Мехамед покрасил забор.’			CV
20	Lezgian_Standard	41	bite	X (bite) Y	кусать	X (кусать) Y-а		ERG	ABS	TR	TR		kitsˀ-i Mehamed-∅ kˀas-na	собака-ERG PN-ABS кусать-AOR	‘Собака укусила Мехамеда.’			
20	Lezgian_Standard	42	forfeit	X (lose) Y	лишаться	X (лишаться) Y-а		ABS	SBEL	Y	ABS_SBEL		Mehamed-∅ kˀwal-ikaj mahrum xa-na	PN-ABS дом-SBEL лишенный стать-AOR	‘Мехамед лишился дома.’			CV
20	Lezgian_Standard	43	try_to_catch	X (try to catch) Y	ловить	X (ловить) Y(-а)		ERG	ABS	TR	TR		Mehamed-a kats-∅ qˀa-zwa	PN-ERG кошка-ABS ловить-IMPF	‘Мехамед ловит кошку.’			
20	Lezgian_Standard	44	break	X (break) Y	ломать	X (ломать) Y		ERG	ABS	TR	TR		Mehamed-a laʃ-∅ χa-na	PN-ERG палка-ABS ломать-AOR	‘Мехамед сломал палку.’			
20	Lezgian_Standard	45	flatter	X (flatter) Y	льстить	X (льстить) Y-у		ERG	DAT	Y	ERG_DAT		Mehamed-a Marijat-az jaltaχwal-zawa	PN-ERG PN-DAT льстить-IMPF	‘Мехамед льстит Марият.’			
20	Lezgian_Standard	46	love1	X (love) Y	любить-1	X (любить) Y-а (сына)		DAT	ABS	X	DAT_ABS		Mehamed-az Marijat-∅ kˀan-zawa	PN-DAT PN-ABS любить-IMPF	‘Мехамед любит Марият.’			
20	Lezgian_Standard	47	wave	X (wave) Y	махать	X (махать) Y-ом		ERG	ABS	TR	TR		Marijat-a jaʁluχ-∅ juzur-zawa	PN-ERG платок-ABS махать-IMPF	‘Марият машет платком.’			
20	Lezgian_Standard	48	dream	X (dream) of Y	мечтать	X (мечтать) об Y-е		ERG	SBEL	Y	ERG_SBEL		Mehamed-a maʃin-dakaj χijalar-zawa	PN-ERG машина-SBEL мечтать-IMPF	‘Мехамед мечтает о машине.’			
20	Lezgian_Standard	49	wash	X (wash) Y	мыть	X (мыть) Y		ERG	ABS	TR	TR		Marijat-a tʃʰaʃka-∅ tʃʰyχwe-na	PN-ERG чашка-ABS мыть-AOR	‘Марият вымыла чашку.’			
20	Lezgian_Standard	50	put_on	X (put_on) Y	надевать	X (надевать) Y		ERG	ABS	TR	TR		Mehamed-a ʃalwar-∅ alukˀ-na	PN-ERG штаны-ABS надевать-AOR	‘Мехамед надел штаны.’			
20	Lezgian_Standard	51	be_called	X (be_called) Y	называться	X (называться) Y		DAT	ABS(NO.AGR)	XY	DAT_ABS(NO.AGR)	Transimpersonal construction.	i ʃej-iniz kompas-∅ luhu-da	этот предмет-DAT компас-ABS говорить-FUT	‘Этот предмет называется компас.’			
20	Lezgian_Standard	52	punish	X (punish) Y	наказывать	X (наказывать) Y-а		ERG	ABS	TR	TR		Mehamed-a witʃʰin χwa-∅ ʒazalamiʃ-na	PN-ERG сам-GEN сын-ABS наказать-AOR	‘Мехамед наказал своего сына.’			Почему-то в первой версии у меня не было этого глагола. Вроде обычный переходный глагол
20	Lezgian_Standard	53	attack	X (attack) Y	напасть	X (нападать) на Y-а		ERG	SRESS	Y	ERG_SRESS		sew-re baluʁtʃʰid-al huʒum-na	медведь-ERG рыбака-SRESS напасть-AOR	‘Медведь напал на рыбака.’			
20	Lezgian_Standard	54	fill#intr#	X (fill) with Y	наполняться	X (наполняться) Y-ом		ABS	ADESS	Y	ABS_ADESS		bidre-∅ ts-iw atsˀa-na	ведро-ABS вода-ADESS наполняться-AOR	‘Ведро наполнилось водой.’			
20	Lezgian_Standard	55	find	X (find) Y	находить	X (находить) Y(-а)		DAT	ABS	X	DAT_ABS		Mehamed-az kyleg-ar-∅ ʒaʁa-na	PN-DAT ключ-PL-ABS находить-AOR	‘Мехамед нашел ключи.’			
20	Lezgian_Standard	56	be_short	X (be short) Y	недоставать	X-у (недоставать) Y-a		DAT	ABS	X	DAT_ABS	Non-verbal predicate.	Mehamed-az ca dollar-∅ kimi ja	PN-DAT один доллар-ABS недостачный быть.PRES	‘Мехамеду недостает одного доллара.’			
20	Lezgian_Standard	57	hate	X (hate) Y	ненавидеть	X (ненавидеть) Y-а		DAT	ABS	X	DAT_ABS		Mehamed-az Marijat-∅ takˀan-zawa	PN-DAT PN-ABS ненавидеть-IMPF	‘Мехамед ненавидит Марият.’			
20	Lezgian_Standard	58	like	X (like) Y	нравиться	X-у (нравиться) Y		DAT	ABS	X	DAT_ABS	Non-verbal predicate.	Mehamed-az i perem-∅ begenmiʃ ja	PN-DAT эта рубашка-ABS приятный быть.PRES	‘Мехамеду нравится эта рубашка.’			
20	Lezgian_Standard	59	need	X (need) Y	нуждаться	X (нуждаться) в Y-е		DAT	ABS	X	DAT_ABS		Mehamed-az pul-∅ gerek-zawa	PN-DAT деньги-ABS нуждаться-IMPF	‘Мехамеду нужны деньги.’			
20	Lezgian_Standard	60	surround	X (surround) Y	окружать	X (окружать) Y (стена город)		ERG	ABS	TR	TR		tsʰl-ar-i ʃeher-∅ elqyr-na qˀun-wa	стена-PL-ERG город-ABS окружать-AOC держать-PRF	‘Стены окружают город.’			В первой (по крайней мере) вресии статьи Р.Г. не хотел учитывать этот предикат, т.к. он CV. Но я беру
20	Lezgian_Standard	61	remain	X (have) Y left	оставаться	у X-а (оставаться) Y		POESS	ABS	X	POESS_ABS		Mehamed-aqʰ tsˀud dollar-∅ ama	PN-POESS десять доллар-ABS оставаться-AOR	‘У Мехамеда осталось десять долларов.’			
20	Lezgian_Standard	62	answer	X (answer) Y	отвечать	X (отвечать) Y-у		ERG	DAT	Y	ERG_DAT		Mehamed-a muallim-diz ʒawab-∅ ga-na	PN-ERG учитель-DAT ответ-ABS дать-AOR	‘Мехамед ответил учителю.’			CV
20	Lezgian_Standard	63	open	X (open) Y	открывать	X (открывать) Y		ERG	ABS	TR	TR		Mehamed-a banka-∅ aqʰaj-na	PN-ERG банка-ABS открывать-AOR	‘Мехамед открыл банку.’			
20	Lezgian_Standard	64	be_different	X (be different) from Y	отличаться	X (отличаться) от Y-а		ABS	SREL	Y	ABS_SREL	Non-verbal predicate.	zi perem-∅ wid-alaj tafawatlu ja	мой рубашка-ABS твой-SREL отличный быть.PRES	‘Моя рубашка отличается от твоей.’			
20	Lezgian_Standard	65	fall_behind	X (fall behind) Y	отстать	X (отставать) от Y-а		ABS	SREL	Y	ABS_SREL		Mehamed-∅ Marijat-alaj gyʁyna amuqˀ-na	PN-ABS PN-SREL позади оставаться-AOR	‘Мехамед отстал от Марият.’			CV
20	Lezgian_Standard	66	plough	X (plough) Y	пахать	X (пахать) Y		ERG	ABS	TR	TR		Mehamed-a nikʰ-∅ tsa-zwa	PN-ERG пашня-ABS пахать-IMPF	‘Мехамед пашет поле.’			
20	Lezgian_Standard	67	smell	X (smell) like / of Y	пахнуть	X (пахнуть) Y-ом		*	*	*		Not included in the database because Y is expressed as an NP-internal modifier.	zi ʁil-er-iqʰaj benzin-din ni-∅ qwe-zwa	мой рука-PL-POEL бензин-GEN запах-ABS приходить-IMPF	‘Мои руки пахнут бензином.’			
20	Lezgian_Standard	68	cross	X (cross) Y	пересечь	X (пересекать) Y (улицу) 		ABS	SREL	Y	ABS_SREL		Mehamed-∅ reqˀ-elaj elatʃˀ-na	PN-ABS дорога-SREL перейти-AOR	‘Мехамед пересек дорогу.’			
20	Lezgian_Standard	69	sing	X (sing) Y	петь	X (петь) Y		ERG	ABS	TR	TR		Marijat-a sa gyzel mani-∅ laha-na	PN-ERG один красивый песня-ABS говорить-AOR	‘Марият спела красивую песню.’			
20	Lezgian_Standard	70	write	X (write) Y	писать	X (писать) Y		ERG	ABS	TR	TR		Mehamed-a kaʁaz-∅ kxe-na	PN-ERG письмо-ABS писать-AOR	‘Мехамед написал письмо.’			
20	Lezgian_Standard	71	drink	X (drink) Y	пить	X (пить) Y		ERG	ABS	TR	TR		Mehamed-a nekʰ-∅ qʰwa-na	PN-ERG молоко-ABS пить-AOR	‘Мехамед выпил молоко.’			
20	Lezgian_Standard	72	melt	X (melt) Y	плавить	X (плавить) Y		ERG	ABS	TR	TR		Mehamed-a qˀurqˀuʃum-din kˀus-∅ tsˀurur-na	PN-ERG свинец-GEN кусок-ABS плавить-AOR	‘Мехамед расплавил кусок свинца.’			
20	Lezgian_Standard	73	match	X (match) Y	подходить	X (подходить) к Y-у (пояс к платью)		ABS	POESSgalaz	Y	ABS_POESSgalaz		i tʃˀul-∅ zi perem-diqʰ galaz qˀa-zwa	этот пояс-ABS мой платье-POESS с держать-IMPF	‘Этот пояс подходит к моему платью».’			
20	Lezgian_Standard	74	leave	X (leave) Y	покидать	X (покидать) Y(-а)		ERG	ABS	TR	TR		Mehamed-a χaji ʃeher-∅ gadar-na fe-na	PN-ERG родной город-ABS бросать-AOC пойти-AOR	‘Мехамед покинул родной город.’			CV
20	Lezgian_Standard	75	cover	X (cover) Y	покрывать	X (покрывать) Y		ERG	ABS	TR	TR		gam-uni wiri pol-∅ kˀewir-zawa	ковер-ERG весь пол-ABS покрывать-IMPF	‘Ковер покрывает весь пол.’			
20	Lezgian_Standard	76	remember	X (remember) Y	помнить	X (помнить) Y-а		GEN	ABS	X	GEN_ABS	The NP in the genitive is analyzed as a clause-level dependent by analogy with genealogically related languages.	Mehamed-an rikˀ-el i kˀwal-∅ qʰsandis alama	PN-GEN сердце-SRESS этот дом-ABS хорошо оставаться.PRES	‘Мехамед хорошо помнит этот дом.’			CV
20	Lezgian_Standard	77	help	X (help) Y	помочь	X (помогать) Y-у		ERG	DAT	Y	ERG_DAT		Mehamed-a Marijat-az kʰymekʰ-∅ ga-na	PN-ERG PN-DAT помощь-ABS дать-AOR	‘Мехамед помог Марият.’			Alternative is the same pattern used with a simplex verb: “mehamed-a Marijat-az kʰymekʰ-na” [Мехамед-erg Марият-dat помочь-aor].
20	Lezgian_Standard	78	understand	X (understand) Y	понимать	X (понимать) Y		*	*	*			Mehamed-∅ frantsuz tʃˀal-an ʁawur-da aqˀa-zwa	PN-ABS французский язык-GEN понимание-INESS попасть-IMPF	‘Мехамед понимает французский язык.’			CV
20	Lezgian_Standard	79	hit#target#	X (hit) Y	попасть	X (попадать) в Y (молния в дом)		ABS	POESS	Y	ABS_POESS		tsˀajlapʰan-∅ kˀwal-iqʰ galuqˀ-na	молния-ABS дом-POESS задеть-AOR	‘Молния попала в дом.’			
20	Lezgian_Standard	80	cut_oneself	X (cut oneself) with Y	порезаться	X (резаться) Y-ом		ABS	ERG(NON.CORE)	Y	ABS_ERG(NON.CORE)		Mehamed-∅ ylgyʒ-di atˀa-na	PN-ABS бритва-ERG порезать-AOR	‘Мехамед порезался бритвой.’			
20	Lezgian_Standard	81	get_stuck	X (get stuck) to Y	прилипать	X (прилипать) к Y-у		ABS	SRESS	Y	ABS_SRESS		istikˀan-∅ sufra-dal alkˀa-na	стакан-ABS стол-SRESS прилипать-AOR	‘Стакан прилип к столу.’			
20	Lezgian_Standard	82	lose#game#	X (lose) to Y	проиграть	X (проиграть) Y-у		ABS	DAT	Y	ABS_DAT		Mehamed-∅ Marijat-az kumuqˀ-na	PN-ABS PN-DAT оставаться.при-AOR	‘Мехамед проиграл Марият.’			
20	Lezgian_Standard	83	be_glad	X (be glad) about Y	радоваться	X (радоваться) Y-у		ABS	DAT	Y	ABS_DAT		Mehamed-∅ kʰaʁaz-diz ʃad xa-na	PN-ABS письмо-DAT радостный стать-AOR	‘Мехамед обрадовался письму.’			CV
20	Lezgian_Standard	84	speak	X (speak) with Y	разговаривать	X (разговаривать) с Y-ом		ABS	POESSgalaz	Y	ABS_POESSgalaz		Mehamed-∅ Marijat-aqʰ galaz raχa-zwa	PN-ABS PN-POESS с разговаривать-IMPF	‘Мехамед разговаривает с Марият.’			
20	Lezgian_Standard	85	give_birth	X (give birth) to Y	рожать	X (рожать) Y-а		ERG	ABS	TR	TR		Marijat-a gada-∅ χa-na	PN-ERG сын-ABS рожать-AOR	‘Марият родила сына.’			
20	Lezgian_Standard	86	drop	X (drop) Y	ронять	X (ронять) Y		ERG	ABS	TR	TR		Mehamed-a istikˀan-∅ awud-na	PN-ERG стакан-ABS ронять-AOR	‘Мехамед уронил стакан.’			
20	Lezgian_Standard	87	govern	X (govern) Y	руководить	X (руководить) Y		ERG	SRESS	Y	ERG_SRESS		Mehamed-a tʃʰi posjolok-dal rehberwal-zawa	PN-ERG наш поселок-SRESS руководить-IMPF	‘Мехамед руководит нашим поселком.’			
20	Lezgian_Standard	88	miss	X (miss) Y	скучать	X (скучать) по Y-у		ABS	POESS	Y	ABS_POESS		Mehamed-∅ Marijatʰ-aqʰ dariχ xan-wa	PN-ABS PN-POESS грустный стать-PRF	‘Мехамед скучает по Марият.’			CV
20	Lezgian_Standard	89	follow	X (follow) Y	следовать	X (следовать) за Y-ом		*	*	*		Not included in the database because Y is expressed as an NP within a dependent clause.	Mehamed-∅ Marijatʰ-an gyʁyna awa-z fi-zwa	PN-ABS PN-GEN позади быть-INF идти-IMPF	‘Мехамед следует за Марият.’			
20	Lezgian_Standard	90	dismount	X (get down) from Y	слезать	X (слезать) с Y-a (с лошади)		ABS	SREL	Y	ABS_SREL		Mehamed-∅ balkˀan-dilaj ewitʃˀ-na	PN-ABS лошадь-SREL слезать-AOR	‘Мехамед слез с лошади.’			
20	Lezgian_Standard	91	listen	X (listen) to Y	слушать	X (слушать) Y		ERG	POESS	Y	ERG_POESS		Mehamed-a radio-diqʰ jab-∅ akʰal-zawa	PN-ERG радио-POESS ухо-ABS присоединять-IMPF	‘Мехамед слушает радио.’			CV
20	Lezgian_Standard	92	obey	X (obey) Y	слушаться	X (слушаться) Y-a		*	*	*		Not included in the database because Y is expressed as an NP-internal modifier.	Marijatʰ-∅ dide-din tʃˀal-az kʰilig-zawa	PN-ABS мать-GEN слово-DAT смотреть-IMPF	‘Марият слушается маму.’			У Р.Г. в статье классифицируется как ABS GEN, но Y кодируется на самом деле как посессор имени в составе CV смотреть на слово кого)
20	Lezgian_Standard	93	hear	X (hear) Y	слышать	X (слышать) Y		*	*	*		Not included in the database because Y is expressed as an NP-internal modifier.	Mehamed-az muzɨka-din wan-∅ qwe-zwa	PN-DAT музыка-GEN звук-ABS приходить-IMPF	‘Мехамед слышит музыку.’			CV
20	Lezgian_Standard	94	mix	X (get mixed) with Y	смешаться	X (смешаться) с Y-ом		ABS	POESSgalaz	Y	ABS_POESSgalaz		wirtʰ-∅ nekˀe-diqʰ galaz akʰax-na	мед-ABS молоко-POESS с смешаться-AOR	‘Мед смешался с молоком.’			
20	Lezgian_Standard	95	look	X (look) at Y	смотреть	X (смотреть) на Y		ABS	DAT	Y	ABS_DAT		Mehamed-∅ bulutʰ-r-iz kʰilig-zawa	PN-ABS туча-PL-DAT смотреть-IMPF	‘Мехамед смотрит на тучи.’			
20	Lezgian_Standard	96	take_off	X (take off) Y	снимать	X (снимать) Y (рубашку)		ERG	ABS	TR	TR		Mehamed-a perem-∅ χutˀun-na	PN-ERG рубашка-ABS снимать-AOR	‘Мехамед снял рубашку.’			
20	Lezgian_Standard	97	dream#sleeping#	X (dream) about Y	сниться	X-у (сниться) Y		DAT	ABS	X	DAT_ABS		Mehamed-az Marijatʰ-∅ aχwar-aj akwa-zwa	PN-DAT PN-ABS сон-INEL видеть-IMPF	‘Мехамеду снится Марият.’			CV
20	Lezgian_Standard	98	agree	X (agree) with Y	соглашаться	X (соглашаться) с Y-ом		ABS	POESSgalaz	Y	ABS_POESSgalaz		Mehamed-∅ Marijatʰ-aqʰ galaz razi xa-na	PN-ABS PN-POESS с согласный стать-AOR	‘Мехамед согласился с Марият.’			CV
20	Lezgian_Standard	99	have_a_quarrel	X (have a quarrel) with Y	ссориться	X (ссориться) с кем Y		ABS	POESSgalaz	Y	ABS_POESSgalaz		Mehamed-∅ Marijatʰ-aqʰ galaz qal maqal xa-na	PN-ABS PN-POESS с ссора стать-AOR	‘Мехамед поссорился с Марият.’			CV
