language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
155	Tat_Cimi	11	encounter	X (encounter) Y	встречаться	X (встречаться) с Y-ом		DIR	ba	Y	DIR_ba		aslan bä rasul rast amå	PN LOC PN CV come₂:PST:3	‘Aslan encountered Rasul.’			CV
155	Tat_Cimi	12	enter	X (enter) Y	входить 	X (входить) в Y (дом)		DIR	ba	Y	DIR_ba		aslan bä xunä daraft	PN LOC house enter₂:PST:3	‘Aslan entered the house.’			
155	Tat_Cimi	13	win	X (beat) Y	выиграть	X (выигрывать) у Y-а		DIR	OBL~DIR	TR	TR		aslan rasul=ä bärd	PN PN=OBL carry₂:PST:3	‘Aslan beat Rasul.’			
155	Tat_Cimi	14	go_out	X (go out) of Y	выходить	X (выходить) из Y-а		DIR	a	Y	DIR_a		aslan ä xunä dürmå	PN from house exit₂:PST:3	‘Aslan went out of the house.’			
155	Tat_Cimi	15	drive	X (drive) Y	гнать	X (гнать) Y-а		DIR	OBL~DIR	TR	TR		aslan märägo=yä bä čül bärd-än	PN cow=OBL LOC field IPFV:carry₂-PRS:3	‘Aslan is driving the cow to the field.’			Alternative is a CV, cf. “aslan märägo=yä bä čül gål bäst-än” [PN cow=OBL LOC field driving IPFV.do₂-PRS:3], also a TR construction.
155	Tat_Cimi	16	bend	X (bend) Y	гнуть	X (гнуть) Y		DIR	OBL~DIR	TR	TR		aslan ligä=rä qäd då	PN branch=OBL layer give₂:PST:3	‘Aslan bent the branch.’			CV. Despite the use of ‘give’ as the main verb in the complex verb construction, the object bent is coded as a regular P-argument, and not as an R-argument. MS: “qäd dårän ‘to bend’ (lit. ‘to give layer’) is a highly lexicalised complex predicate and is not perceived as a verb of transfer. There are many examples of such degrammaticalisation in Tat.”
155	Tat_Cimi	17	tell	X (tell) Y	говорить	X (говорить) Y-у		DIR	ba	Y	DIR_ba		aslan bä rasul gufti: beymu biyå	PN LOC PN say₂:PST:3 LOC.we MOD.come₁:2SG	‘Aslan told Rasul: "Come and visit us!’			
155	Tat_Cimi	18	hold	X (hold)Y	держать	X (держать) Y(-а)		DIR	OBL~DIR	TR	TR		aslan bä däs qištän yä kitåb güft-e	PN LOC hand self one book seize₂-PRF:3	‘Aslan is holding a book.’			
155	Tat_Cimi	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)		DIR	ba	Y	DIR_ba		aslan bä leylå rasi	PN LOC PN reach₂:PST:3	‘Aslan caught up with Leyla.’			
155	Tat_Cimi	20	milk	X (milk) Y	доить	X (доить) Y-а		DIR	OBL~DIR	TR	TR		aslan märägo=yä düši	PN cow=OBL milk₂:PST:3	‘Aslan milked the cow.’			
155	Tat_Cimi	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 		DIR	ba	Y	DIR_ba		aslan bä kinår o rasi	PN LOC edge water reach₂:PST:3	‘Aslan reached the bank.’			
155	Tat_Cimi	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а		DIR	ba	Y	DIR_ba		aslan bä divår däs zå	PN LOC wall hand hit₂:PST:3	‘Aslan touched the wall.’			
155	Tat_Cimi	23	fight	X (fight) with Y	драться	X (драться) с Y-ом		DIR	ba.az	Y	DIR_ba.az		aslan bä rasul=åz däʕvå bäst-än	PN LOC PN=with fight IPFV.do₂-PRS:3	‘Aslan is fighting with Rasul.’			CV. MS: “bä… =(r)åz is a circumposition and =(r)åz does not exist by itself.”
155	Tat_Cimi	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом		DIR	ba.az	Y	DIR_ba.az		aslan bä rasul=åz hamragäri bäst-än	PN LOC PN=with companionship IPFV.do₂-PRS:3	‘Aslan is friends with Rasul.’			CV
155	Tat_Cimi	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)		*	*	*		Not included in the database because Y is expressed as an NP-internal modifier.	aslan leylå=rä fikir=i=rä bä-käšir-än	PN PN=OBL thought=POSS:3=OBL IPFV-pull₂-PRS:3	‘Aslan is thinking about Leyla.’			Lit. ‘Aslan is pulling Leyla’s thought’.
155	Tat_Cimi	26	eat	X (eat) Y	есть	X (есть) Y		DIR	OBL~DIR	TR	TR		aslan sib xård	PN apple ingest₂:PST:3	‘Aslan ate an apple.’			
155	Tat_Cimi	27	fry	X (fry) Y	жарить	X (жарить) Y		DIR	OBL~DIR	TR	TR		aslan baluġ=ä büržund	PN fish=OBL cook₂:PST:3	‘Aslan fried the fish.’			
155	Tat_Cimi	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)		DIR	OBL~DIR	TR	TR		aslan rasul=ä güzät bäst-än	PN PN=OBL waiting IPFV.do₂-PRS:3	‘Aslan is waiting for Rasul.’			CV
155	Tat_Cimi	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е		DIR	OBL~DIR	TR	TR		aslan uyeki ra=yä ä yår känd-e	PN the_other road=OBL from memory remove₂-PRF:3	‘Aslan forgot about the other road.’			CV
155	Tat_Cimi	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а		DIR	a	Y	DIR_a	Non-verbal predicate.	yaddåš ä yåš aslĭ=yü	memory from age dependent=COP:3	‘Memory depends on age.’			
155	Tat_Cimi	31	call	X (call) Y	звать	X (звать) Y-а		DIR	OBL~DIR	TR	TR		aslan rasul=ä gål zå	PN PN=OBL calling hit₂:PST:3	‘Aslan called Rasul.’			CV
155	Tat_Cimi	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом		DIR	ba.az	Y	DIR_ba.az	Non-verbal predicate.	aslan bä rasul=åz yä sal äz i püšä taniš bir-e	PN LOC PN=with one year from this front acquainted be₂-PRF:3	‘Aslan got to know Rasul a year ago.’			
155	Tat_Cimi	33	know	X (know) Y	знать 	X (знать) Y-а		DIR	OBL~DIR	TR	TR		aslan rasul=ä bä-šünäxt-än	PN PN=OBL IPFV-recognise₂-PRS:3	‘Aslan knows Rasul.’			
155	Tat_Cimi	34	play#instrument#	X (play) Y	играть	X (играть) на Y-е		DIR	OBL~DIR	TR	TR		aslan gitara bä-zär-än	PN guitar IPFV-hit₂-PRS:3	‘Aslan is playing the guitar.’			
155	Tat_Cimi	35	avoid	X (avoid) Y	избегать	X (избегать) Y-а		DIR	a	Y	DIR_a	Non-verbal predicate.	aslan ä rasul čäkimmiš ä-bir-än	PN from PN avoiding IPFV-be₂-PRS:3	‘Aslan avoids Rasul.’			
155	Tat_Cimi	36	make	X (make) Y	изготовить	X (изготовить) Y		DIR	OBL~DIR	TR	TR		aslan bey sičan tälä dürüs säxt	PN for mouse trap correct do₂:PST:3	‘Aslan made a mousetrap.’			CV
155	Tat_Cimi	37	make_fun	X (make fun) of Y	издеваться	X (издеваться) над Y-ом		DIR	ba	Y	DIR_ba	Non-verbal predicate.	aslan bä rasul sataš ä-bir-än	PN LOC PN bullying IPFV.be₂-PRS:3	‘Aslan is making fun of Rasul.’			Alternatives are “aslan rasul=ä šäki bäst-än.” [PN PN=OBL ridicule IPFV.do₂-PRS:3], a CV with the TR pattern, and “aslan rasul=ä bä ara bi-rår-än.” [PN PN=OBL LOC gap IPFV-put₂-PRS:3], yet another CV, also with the TR pattern.
155	Tat_Cimi	38	have	X (have) Y	иметь	X (иметь) Y		OBL:GEN	DIR	X	OBL:GEN_DIR	Non-verbal predicate. The possessor NP displays some properties of a clause-level dependent.	aslan=ä måšin=i hist=ü	PN=OBL car=POSS:3 EXIST=COP:3	‘Aslan has a car.’			MS: See above, under (1).
155	Tat_Cimi	39	look_for	X (look for) Y	искать	X (искать) Y(-а)		DIR	bey	Y	DIR_bey		aslan bey ačǟr-å be-gešt-än	PN for key-PL IPFV-walk₂-PRS:3	‘Aslan is looking for his keys.’			
155	Tat_Cimi	40	paint	X (paint) Y	красить	X (красить) Y		DIR	ba	Y	DIR_ba		aslan bä düvår räng zå	PN LOC wall colour hit₂:PST:3	‘Aslan painted the wall.’			CV
155	Tat_Cimi	41	bite	X (bite) Y	кусать	X (кусать) Y-а		DIR	OBL~DIR	TR	TR		säg aslan=ä güft	dog PN=OBL seize₂:PST:3	‘A dog bit Aslan.’			
155	Tat_Cimi	42	forfeit	X (lose) Y	лишаться	X (лишаться) Y-а		DIR	a	Y	DIR_a	Non-verbal predicate.	aslan ä xunä qištän bir-e	PN from home self be₂-PRF:3	‘Aslan lost his house.’			
155	Tat_Cimi	43	try_to_catch	X (try to catch) Y	ловить	X (ловить) Y(-а)		DIR	OBL~DIR	TR	TR		aslan pišig=ä bä-güft-än	PN cat=OBL IPFV-seize₂-PRS:3	‘Aslan is trying to catch the cat.’			
155	Tat_Cimi	44	break	X (break) Y	ломать	X (ломать) Y		DIR	OBL~DIR	TR	TR		aslan ču=yä xurd säxt	PN stick=OBL broke do₂:PST:3	‘Aslan broke a stick.’			CV
155	Tat_Cimi	45	flatter	X (flatter) Y	льстить	X (льстить) Y-у		DIR	ba	Y	DIR_ba	Non-verbal predicate.	aslan bä leylå yältaġlämmiš ä-bir-än	PN LOC PN fawning_upon IPFV-be₂-PRS:3	‘Aslan is flattering Leyla.’			
155	Tat_Cimi	46	love1	X (love) Y	любить-1	X (любить) Y-а (сына)		DIR	OBL~DIR	TR	TR		aslan leylå=rä bä-xåst-än	PN PN=OBL IPFV-want₂-PRS:3	‘Aslan loves Leyla.’			
155	Tat_Cimi	47	wave	X (wave) Y	махать	X (махать) Y-ом		DIR	OBL~DIR	TR	TR		aslan yå̄luq qištän=ä vårävår bä-där-än	PN handkerchief self=OBL winding IPFV.give₂-PRS:3	‘Aslan is waving a handkerchief.’			CV. Despite the use of ‘give’ as the main verb in the complex verb construction, the object waved is coded as a regular P-argument, and not as an R-argument. MS: “a highly lexicalised CP.”
155	Tat_Cimi	48	dream	X (dream) of Y	мечтать	X (мечтать) об Y-е		DIR	OBL~DIR	TR	TR		aslan täzä måšin bä-xåst-än	PN new:ATTR car IPFV-want₂-PRS:3	‘Aslan is dreaming of a new car.’			
155	Tat_Cimi	49	wash	X (wash) Y	мыть	X (мыть) Y		DIR	OBL~DIR	TR	TR		aslan quruškä=rä šüšt	PN cup=OBL wash₂:PST:3	‘Aslan washed the cup.’			
155	Tat_Cimi	50	put_on	X (put_on) Y	надевать	X (надевать) Y		DIR	OBL~DIR	TR	TR		aslan šälvar qištän=ä dägüft	PN trousers self=OBL put_on₂:PST:3	‘Aslan put on his trousers.’			
155	Tat_Cimi	51	be_called	X (be_called) Y	называться	X (называться) Y		OBL:GEN	DIR(NO.AGR)	XY	OBL:GEN_DIR(NO.AGR)	Non-verbal predicate. The possessor NP displays some properties of a clause-level dependent.	in čiz=ä num=i kompas=ü	this thing=OBL name=POSS:3 compass=COP:3	‘This instrument is called a compass.’			MS: See above, under (1).
155	Tat_Cimi	52	punish	X (punish) Y	наказывать	X (наказывать) Y-а		DIR	OBL~DIR	TR	TR		aslan gedä qištän=ä tänbeħ säxt	PN boy self=OBL reproach do₂:PST:3	‘Aslan punished his son.’			CV. MS: “gedä qištän is in fact an ezafe construction, going back to something like *gedä-i qištän ‘boy of himself’, with the ezafe lost, as it is typical of Tat. Otherwise, it represents a single NP. Also see the explanation under (67).”
155	Tat_Cimi	53	attack	X (attack) Y	напасть	X (нападать) на Y-а		DIR	ba	Y	DIR_ba		xurs bä baluġči hüǰum säxt	bear LOC fisherman attack do₂:PST:3	‘A bear attacked a fisherman.’			CV
155	Tat_Cimi	54	fill#intr#	X (fill) with Y	наполняться	X (наполняться) Y-ом		OBL:GEN	DIR	X	OBL:GEN_DIR	Non-verbal predicate. The possessor NP displays some properties of a clause-level dependent.	vedrä=rä o=yi pɨr bu	bucket=OBL water=POSS:3 full be₂:PST:3	‘The bucket filled with water.’			MS: This literally translates as “the bucket’s water became full.”
155	Tat_Cimi	55	find	X (find) Y	находить	X (находить) Y(-а)		DIR	OBL~DIR	TR	TR		aslan åčär-å=rä åft	PN key-PL=OBL find₂:PST:3	‘Aslan found his keys.’			
155	Tat_Cimi	56	be_short	X (be short) Y	недоставать	X-у (недоставать) Y-a		OBL:GEN	DIR	X	OBL:GEN_DIR	The possessor NP displays some properties of a clause-level dependent.	aslan=ä yä manat=i nä-ba-rasir-än	PN=OBL one manat=POSS:3 NEG-IPFV-reach₂-PRS:3	‘Aslan is one manat short.’			
155	Tat_Cimi	57	hate	X (hate) Y	ненавидеть	X (ненавидеть) Y-а		OBL:GEN	a	XY	OBL:GEN_a	The possessor NP displays some properties of a clause-level dependent.	aslan=ä ä rasul zǟle=yi bart-an	PN=OBL from PN gall.BS=POSS:3 IPFV.go₂-PRS:3	‘Aslan hates Rasul.’			Literally, this is something like “Aslan’s gall goes from Rasul”, this is similar to constructions with EXT in some languages of the region.
155	Tat_Cimi	58	like	X (like) Y	нравиться	X-у (нравиться) Y		OBL:GEN	a	XY	OBL:GEN_a	The possessor NP displays some properties of a clause-level dependent.	i šē aslan=ä bä xuš=i åmår-än	this shirt PN=OBL LOC delight=POSS:3 IPFV:come₂-PRS:3	‘Aslan likes this shirt.’			CV. SS: “What remains unclear to me is whether and how this pattern can be seen as syntactically different from the regular transitive pattern?” MS: The oblique argument is embedded in the recipient, and the verb remains intransitive: “The shirt goes [to the delight [of Aslan]]”. The fact that bä can bisect the possessive construction does not transform aslan=ä into a “floating” argument of “to come”; it just shows that prepositions in Tat behave increasingly like case markers and are placed the closest possible to head nouns. This option is preferred because it is the closest to the Russian stimulus sentence. Alternatives are “aslan=ä äz i šē xuš=i åmår-än.” [PN=OBL from this shirt delight=POSS:3 IPFV:come₂-PRS:3] with the OBL:GEN_a pattern, and “aslan i šē=ä begän bäst-än.” [PN this shirt=OBL liking IPFV.do₂-PRS:3] with the TR pattern.
155	Tat_Cimi	59	need	X (need) Y	нуждаться	X (нуждаться) в Y-е		ba	DIR	X	ba_DIR	Non-verbal predicate.	ba aslan pul lazĭm=ü	LOC PN money necessity=COP:3	‘Aslan needs money.’			
155	Tat_Cimi	60	surround	X (surround) Y	окружать	X (окружать) Y (стена город)		DIR	OBL~DIR	TR	TR		düvår-å šǟr=ä bä mingä vägüft-e	wall-PL city=OBL LOC middle take₂-PRF:3	‘Walls surround the city.’			CV
155	Tat_Cimi	61	remain	X (have) Y left	оставаться	у X-а (оставаться) Y		OBL:GEN	a	XY	OBL:GEN_a	The possessor NP displays some properties of a clause-level dependent.	aslan=ä dä manat=i mund-e	PN=OBL ten manat=POSS:3 stay₂-PRF:3	‘Aslan has ten manats left.’			See (1) for further details. MS: “This would be a regular example of possessive predication. The sentence translates as “Aslan’s ten manats remain”.”
155	Tat_Cimi	62	answer	X (answer) Y	отвечать	X (отвечать) Y-у		DIR	ba	Y	DIR_ba		aslan bä mǟlim ǰavåb då	PN LOC teacher answer give₂:PST:3	‘Aslan answered the teacher.’			CV
155	Tat_Cimi	63	open	X (open) Y	открывать	X (открывать) Y		DIR	OBL~DIR	TR	TR		aslan yä bankä vukård	PN one jar open₂:PST:3	‘Aslan opened a can.’			
155	Tat_Cimi	64	be_different	X (be different) from Y	отличаться	X (отличаться) от Y-а		DIR	a	Y	DIR_a	Non-verbal predicate.	män=ä šē=män äz ältükin bašqe=yü	I=OBL shirt=POSS:1SG from yours different=COP:3	‘My shirt is different from yours.’			“äz” and “ä” are just morphonological variants of the same preposition (both glossed as “from”).
155	Tat_Cimi	65	fall_behind	X (fall behind) Y	отстать	X (отставать) от Y-а		DIR	a	Y	DIR_a		aslan ä rasul pusa mund	PN from PN back stay₂:PST:3	‘Aslan fell behind Rasul.’			CV
155	Tat_Cimi	66	plough	X (plough) Y	пахать	X (пахать) Y		DIR	OBL~DIR	TR	TR		aslan xåri=rä šum bäst-än	PN ground=OBL ploughing IPFV.do₂-PRS:3	‘Aslan is ploughing the field.’			CV
155	Tat_Cimi	67	smell	X (smell) like / of Y	пахнуть	X (пахнуть) Y-ом		*	*	*		Not included in the database because Y is expressed as an NP-internal modifier.	ä däs-å=män buy benzin åmår-än	from hand-PL=POSS:1SG smell gasoline IPFV:come₂-PRS:3	‘My hands smell of gasoline.’			MS: “buy benzin” is an ezafe construction that has lost the ezafe morpheme and could, in theory, be reconstructed as *buy-i benzin ‘smell of gasoline’ (though the word benzin did not exist in Tat at the time the ezafe was lost). In Tat, there is more than one way to derive modifier-head constructions in which both constituents are nouns. One way is the inherited ezafe construction, as seen above. The other is the Turkic-influenced double-marked (OBL, POSS) construction. Theoretically, the noun phrase above could also be expressed as benzin=ä buy=i <gasoline=OBL smell=POSS:3>. The distribution of these two constructions varies by dialect, but modern Tat speakers typically reserve the ezafe construction for noun phrases expressing tight associations, e.g. when the head noun is a kinship term, when the modifier noun functions more as an attribute/qualifier than a possessor than, when both nouns are perceived as forming a single lexical unit, etc.
155	Tat_Cimi	68	cross	X (cross) Y	пересечь	X (пересекать) Y (улицу) 		DIR	OBL~DIR	TR	TR		aslan ra=yä güråšt, bä dükun daraft	PN road=OBL pass₂:PST:3 LOC shop enter₂:PST:3	‘Aslan crossed the road and entered the shop.’			
155	Tat_Cimi	69	sing	X (sing) Y	петь	X (петь) Y		DIR	OBL~DIR	TR	TR		aslan yä xub-ä mäʕni xund	PN one good-ATTR song read₂:PST:3	‘Aslan sang a beautiful song.’			
155	Tat_Cimi	70	write	X (write) Y	писать	X (писать) Y		DIR	OBL~DIR	TR	TR		aslan mäktub yazmiš säxt	PN letter writing do₂:PST:3	‘Aslan wrote a letter.’			CV
155	Tat_Cimi	71	drink	X (drink) Y	пить	X (пить) Y		DIR	OBL~DIR	TR	TR		aslan šir=ä xård	PN milk=OBL ingest₂:PST:3	‘Aslan drank the milk.’			
155	Tat_Cimi	72	melt	X (melt) Y	плавить	X (плавить) Y		DIR	OBL~DIR	TR	TR		aslan yä parä qurġušun=ä o säxt	PN one piece led=OBL water do₂:PST:3	‘Aslan melted a piece of lead.’			CV
155	Tat_Cimi	73	match	X (match) Y	подходить	X (подходить) к Y-у (пояс к платью)		DIR	ba	Y	DIR_ba		i qeyiš män=ä bä älät-å=män rɨš bi-där-än	this belt I=OBL LOC clothing-PL=POSS:1SG adornment IPFV-give₂-PRS:3	‘This belt goes well with my dress.’			CV
155	Tat_Cimi	74	leave	X (leave) Y	покидать	X (покидать) Y(-а)		DIR	a	Y	DIR_a		aslan ä doġma šǟr=i=yä raft	PN from native city=POSS:3=OBL go₂:PST:3	‘Aslan left his native city.’			
155	Tat_Cimi	75	cover	X (cover) Y	покрывать	X (покрывать) Y		DIR	OBL~DIR	TR	TR		xålčä bütün xåri=rä bä-güft-än	carpet entire ground=OBL IPFV.seize₂-PRS:3	‘The carpet covers the whole floor.’			
155	Tat_Cimi	76	remember	X (remember) Y	помнить	X (помнить) Y-а		OBL:GEN	DIR	X	OBL:GEN_DIR	Non-verbal predicate.	kälä bir-ä xune=yi aslan=ä xub bä yår=i mund-e	big be₂-PTCP house=POSS:3 PN=OBL good LOC memory=POSS:3 stay₂-PRF:3	‘Aslan remembers the house where he grew up well.’			Interesting! I understand the structure of this sentence, I think (lit. ‘The house... stays well in Aslan’s memory’) and if this is true, then we see one more example where the possessor-like nominal “aslan=ä” is linearly separated from the expected possessee (“memory”) implying that it is probably a clause-level dependent.
155	Tat_Cimi	77	help	X (help) Y	помочь	X (помогать) Y-у		DIR	ba	Y	DIR_ba		aslan bä rasul kümäg säxt	PN LOC PN help do₂:PST:3	‘Aslan helped Rasul.’			CV
155	Tat_Cimi	78	understand	X (understand) Y	понимать	X (понимать) Y		DIR	OBL~DIR	TR	TR		aslan fransuz_dili=rä bä sär baftar-an	PN French_language=OBL LOC head IPFV.fall₂-PRS:3	‘Aslan understands French.’			CV. SS. Do you think this pattern can be syntactically characterized as a transitive construction despite the fact that the verb is literally ‘to fall’? MS. Absolutely. This would also be the only case in Tat (that I can think of) where a complex predicate based on ‘to fall’ would be transitive.
155	Tat_Cimi	79	hit#target#	X (hit) Y	попасть	X (попадать) в Y (молния в дом)		DIR	OBL~DIR	TR	TR		biläq xunä=rä zå	lightning house=OBL hit₂:PST:3	‘Lightning struck the house.’			
155	Tat_Cimi	80	cut_oneself	X (cut oneself) with Y	порезаться	X (резаться) Y-ом		*	*	*		Not included in the database because this translation is semantically inaccurate.	lezva däs aslan=ä buri	razor hand PN=OBL cut₂:PST:3	‘Aslan cut himself with a razor.’			MS: “All my Tat-speaking consultants had trouble translating this sentence. There is no equivalent for порезаться. Translating it as “to cut oneself” would be perceived as a deliberate action.”
155	Tat_Cimi	81	get_stuck	X (get stuck) to Y	прилипать	X (прилипать) к Y-у		DIR	ba	Y	DIR_ba		iskån bä ustul giräsi	glass LOC table stick₂:PST:3	‘The glass got stuck to the table.’			
155	Tat_Cimi	82	lose#game#	X (lose) to Y	проиграть	X (проиграть) Y-у		DIR	ba	Y	DIR_ba	Non-verbal predicate.	aslan bä rasul uduzmiš bu	PN LOC PN losing be₂:PST:3	‘Aslan lost to Rasul.’			
155	Tat_Cimi	83	be_glad	X (be glad) about Y	радоваться	X (радоваться) Y-у		DIR	ba	Y	DIR_ba		aslan bä mäktub šåri säxt	PN LOC letter joy do₂:PST:3	‘Aslan was glad about the letter.’			CV
155	Tat_Cimi	84	speak	X (speak) with Y	разговаривать	X (разговаривать) с Y-ом		DIR	ba.az	Y	DIR_ba.az		aslan bä rasul=åz gåf bäst-än	PN LOC PN=with word IPFV.do₂-PRS:3	‘Aslan is speaking with Rasul.’			CV
155	Tat_Cimi	85	give_birth	X (give birth) to Y	рожать	X (рожать) Y-а		DIR	OBL~DIR	TR	TR		leylå yä gedä zänd	PN one boy give_birth₂:PST:3	‘Leyla gave birth to a son.’			Alternative is the following translation: “leylå bä yä gedä dägäšt.” [PN LOC one boy be_mother₂:PST:3], a non-verbal predicate with the “DIR_ba” pattern.
155	Tat_Cimi	86	drop	X (drop) Y	ронять	X (ронять) Y		DIR	OBL~DIR	TR	TR		aslan iskån=ä bä xåri ängäst	PN glass=OBL LOC ground lower₂:PST:3	‘Aslan dropped the glass.’			CV
155	Tat_Cimi	87	govern	X (govern) Y	руководить	X (руководить) Y		DIR	ba	Y	DIR_ba		aslan bä dī=mu kälǟgäri bäst-än	PN LOC village=POSS:1PL chiefdom IPFV.do₂-PRS:3	‘Aslan runs our village.’			CV
155	Tat_Cimi	88	miss	X (miss) Y	скучать	X (скучать) по Y-у		DIR	bey	Y	DIR_bey	Non-verbal predicate.	aslan bey leylå därixmiš ä-bir-än	PN for PN missing IPFV-be₂-PRS:3	‘Aslan misses Leyla.’			
155	Tat_Cimi	89	follow	X (follow) Y	следовать	X (следовать) за Y-ом		DIR	ba.ruz	Y	DIR_ba.ruz		aslan ba ruz rasul bart-an	PN LOC pursuit PN IPFV.go₂-PRS:3	‘Aslan follows Rasul.’			“ba”, “bä”, and “be” are variants of the same preposition. MS: The construction can be reconstructed to historical *ruz-i rasul ‘pursuit of Rasul’, modified further by bä. Synchronically, I treat ba ruz as a complex preposition consisting of a preposition proper (bä) and a relational noun (ruz), similar to French à côte de or English in front of.
155	Tat_Cimi	90	dismount	X (get down) from Y	слезать	X (слезать) с Y-a (с лошади)		DIR	a	Y	DIR_a		aslan ä ʕäs firmå	PN from horse descend₂:PST:3	‘Aslan got down from the horse.’			
155	Tat_Cimi	91	listen	X (listen) to Y	слушать	X (слушать) Y		DIR	ba	Y	DIR_ba		aslan bä radio guš bä-dåšt-än	PN LOC radio ear IPFV-hold₂-PRS:3	‘Aslan is listening to radio.’			CV
155	Tat_Cimi	92	obey	X (obey) Y	слушаться	X (слушаться) Y-a		*	*	*		Not included in the database because Y is expressed as an NP-internal modifier.	aslan måy qištän=ä bä gåf=i bä-dänišir-än	PN mother self=OBL LOC word=POSS:3 IPFV-look₂-PRS:3	‘Aslan always listens to his mother.’			MS: “Double-marked possessive noun phrases in Tat host prepositions between the modifier and the head”. So, this is a regular possessive construction, where “mother” is NP-internal despite its linear position.
155	Tat_Cimi	93	hear	X (hear) Y	слышать	X (слышать) Y		DIR	OBL~DIR	TR	TR		aslan mäʕni=rä bä-šünȫr-än	PN song=OBL IPFV-hear₂-PRS:3	‘Aslan hears the music.’			
155	Tat_Cimi	94	mix	X (get mixed) with Y	смешаться	X (смешаться) с Y-ом		DIR	ba	Y	DIR_ba	Non-verbal predicate.	ʕäsäl bä šir amuǰ bu	honey LOC milk mixed be₂:PST:3	‘The honey got mixed with milk.’			
155	Tat_Cimi	95	look	X (look) at Y	смотреть	X (смотреть) на Y		DIR	ba	Y	DIR_ba		aslan bä ör-å bä-dänišir-än	PN LOC cloud-PL IPFV-look₂-PRS:3	‘Aslan is looking at the clouds.’			
155	Tat_Cimi	96	take_off	X (take off) Y	снимать	X (снимать) Y (рубашку)		DIR	OBL~DIR	TR	TR		aslan šē qištän=ä känd	PN shirt self=OBL remove₂:PST:3	‘Aslan took off his shirt.’			
