language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
12	Japanese	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	fureru	NOM	DAT	Y	NOM_DAT		Tarō wa kabe ni fure-ta	PN TOP стена DAT дотрагиваться-PST	‘Таро дотронулся до стены.’			AK: alternative is the TR pattern. However, the TR pattern is mainly used with more volitional situations of touching in case of concrete objects. NOM_DAT is more common with abstract nouns and in case of less volitional touching, as here. Apart from this, there are constructions with the verb “sawaru”, which implies more volitional situations of touching, similar to “grab, seize”. That said, “sawaru” can also be used in both the TR and NOM_DAT pattern.
12	Japanese	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	kenka suru	NOM	COM	Y	NOM_COM		Tarō ga Hanako to kenka shi-te-i-ru	PN NOM PN COM драка VBZ-CVB-AUX.IMPFV-NPST	‘Таро дерется с Ханако.’			CV. It is also possible to say "kenka o shi-te-i-ru".
12	Japanese	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	shitashiku suru	NOM	COM	Y	NOM_COM		Tarō wa Hanako to shitashi-ku shi-te-i-ru	PN TOP PN COM дружеский-ADV VBZ-CVB-AUX.IMPFV-NPST	‘Таро дружит с Ханако.’			CV
12	Japanese	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	kangaeru	NOM	no.koto.o	Y	NOM_no.koto.o		Tarō wa Hanako no koto o kangae-te-i-ru	PN TOP PN GEN дело ACC думать-CVB-AUX.IMPFV-NPST	‘Таро думает о Ханако.’			AK: “no koto o” functions more or less like a secondary postposition. Historically, “koto” is a noun like “matter”.
12	Japanese	26	eat	X (eat) Y	есть	X (есть) Y	taberu	NOM	ACC	TR	TR		Tarō wa ringo o tabe-ta	PN TOP яблоко ACC есть-PST	‘Таро съел яблоко.’			
12	Japanese	27	fry	X (fry) Y	жарить	X (жарить) Y	yaku	NOM	ACC	TR	TR		Tarō wa sakana o yai-ta	PN TOP рыба ACC жарить-PST	‘Таро пожарил рыбу.’			
12	Japanese	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	matsu	NOM	ACC	TR	TR		Tarō wa Hanako o mat-te-i-ru	PN TOP PN ACC ждать-CVB-AUX.IMPFV-NPST	‘Таро ждет Ханако.’			
12	Japanese	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	wasureru	NOM	ACC	TR	TR		Tarō wa hoka no michi o wasure-ta	PN TOP другое GEN дорога ACC забывать-PST	‘Таро забыл другую дорогу.’			
12	Japanese	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а	yoru	NOM	DAT	Y	NOM_DAT		kiokuryoku wa nenrei ni yor-u	память TOP возраст DAT зависеть-NPST	‘Память зависит от возраста.’			
12	Japanese	31	call	X (call) Y	звать	X (звать) Y-а	yobu	NOM	ACC	TR	TR		Tarō wa Hanako o yon-da	PN TOP PN ACC звать-PST	‘Таро позвал Ханако.’			
12	Japanese	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом	shiriau	NOM	COM	Y	NOM_COM		Tarō wa Hanako to ichinen mae ni shiriat-ta	PN TOP PN COM год раньше DAT знакомиться-PST	‘Таро познакомился с Ханако год тому назад.’			
12	Japanese	33	know	X (know) Y	знать 	X (знать) Y-а	shiru	NOM	ACC	TR	TR		Tarō wa Hanako o shit-te-i-ru	PN TOP PN ACC узнавать-CVB-AUX.IMPFV-NPST	‘Таро знает Ханако.’			
12	Japanese	34	play#instrument#	X (play) Y	играть	X (играть) на Y-е	hiku	NOM	ACC	TR	TR		Tarō wa gitā o hii-te-i-ru	PN TOP гитара ACC играть-CVB-AUX.IMPFV-NPST	‘Таро играет на гитаре.’			
12	Japanese	35	avoid	X (avoid) Y	избегать	X (избегать) Y-а	sakeru	NOM	ACC	TR	TR		Tarō wa Hanako o sake-te-i-ru	PN TOP PN ACC избегать-CVB-AUX.IMPFV-NPST	‘Таро избегает Ханако.’			
12	Japanese	36	make	X (make) Y	изготовить	X (изготовить) Y	tsukuru	NOM	ACC	TR	TR		Tarō wa bakudan o tsukut-ta	PN TOP бомба ACC изготовлять-PST	‘Таро сделал бомбу.’			
12	Japanese	37	make_fun	X (make fun) of Y	издеваться	X (издеваться) над Y-ом	ijimeru	NOM	ACC	TR	TR		Tarō wa Hanako o ijime-te-i-ru	PN TOP PN ACC издеваться-CVB-AUX.IMPFV-NPST	‘Таро издевается над Ханако.’			
12	Japanese	38	have	X (have) Y	иметь	X (иметь) Y	motsu	NOM	ACC	TR	TR		Tarō wa kuruma o mot-te-i-ru	PN TOP машина ACC брать-CVB-AUX.IMPFV-NPST	‘У Таро есть машина.’			Same as 18. Alternative is the DAT_NOM construction, which is obligatory for inalienable possession and possible, but not dominant, for alienable possession, cf. “Tarō (ni) wa kuruma ga ar-u.” [Тароо (DAT) TOP машина NOM есть (глагол бытия)-NPST].
12	Japanese	39	look_for	X (look for) Y	искать	X (искать) Y(-а)	sagasu	NOM	ACC	TR	TR		Tarō wa kagi o sagashi-te-i-ru	PN TOP ключ ACC искать-CVB-AUX.IMPFV-NPST	‘Таро ищет ключи.’			
12	Japanese	40	paint	X (paint) Y	красить	X (красить) Y	nuru	NOM	ACC	TR	TR		Tarō wa hei o nut-ta	PN TOP забор ACC красить-PST	‘Таро покрасил забор.’			Alternative is a CV with the NOM_DAT pattern: “Tarō wa penki o hei ni nut-ta.” [Тароо TOP краска ACC забор DAT красить-PST].
12	Japanese	41	bite	X (bite) Y	кусать	X (кусать) Y-а	kamu	NOM	ACC	TR	TR		inu ga Tarō o kan-da	собака NOM PN ACC укусить-PST	‘Собака укусила Таро.’			
12	Japanese	42	forfeit	X (lose) Y	лишаться	X (лишаться) Y-а	ushinau	NOM	ACC	TR	TR		Tarō wa ie o ushinat-ta	PN TOP дом ACC лишиться-PST	‘Таро лишился дома.’			
12	Japanese	43	try_to_catch	X (try to catch) Y	ловить	X (ловить) Y(-а)	tsukamaeru	NOM	ACC	TR	TR		Tarō wa neko o tsukamae-yō to shi-te-i-ru	PN TOP кошка ACC ловить-HOR QUOT VBZ-CVB-AUX.IMPFV-NPST	‘Таро ловит кошку.’			
12	Japanese	44	break	X (break) Y	ломать	X (ломать) Y	oru	NOM	ACC	TR	TR		Tarō wa bō o ot-ta	PN TOP палка ACC ломать-PST	‘Таро сломал палку.’			
12	Japanese	45	flatter	X (flatter) Y	льстить	X (льстить) Y-у	oseji o iu	NOM	DAT	Y	NOM_DAT		Tarō wa Hanako ni o-seji o it-te-i-ru	PN TOP PN DAT HON-комплимент ACC говорить-CVB-AUX.IMPFV-NPST	‘Таро льстит Ханако.’			CV. Alternative is a simplex verb construction with the same pattern, but (AK) it has a broader meaning, accompanied by pejorative connotations («заискивать»): “Tarō wa Hanako ni kobi-te-i-ru.” [Тароо TOP Ханако DAT льстить-CVB-AUX.IMPFV-NPST]. AK, frequency: o-seji o iu ~75
12	Japanese	46	love1	X (love) Y	любить-1	X (любить) Y-а (сына)	suki da	NOM	NOM(NO.EXALT)	Y	NOM_NOM(NO.EXALT)	Non-verbal predicate.	Tarō wa Hanako ga suki da	PN TOP PN NOM любимый COP.NPST	‘Таро любит Ханако.’			Same as 119. The alterrnative is a verbal construction with the TR pattern, cf. “Tarō wa Hanako o aishi-te-i-ru.” [Тароо TOP Ханако ACC любить-CVB-AUX.IMPFV-NPST]. AK, frequency: HUMAN NAME ga suki- -- 114, HUMAN NAME o aish- -- 97.
12	Japanese	47	wave	X (wave) Y	махать	X (махать) Y-ом	furu	NOM	ACC	TR	TR		Tarō ga hankati o fut-te-i-ru	PN NOM платок ACC махать-CVB-AUX.IMPFV-NPST	‘Таро машет платком.’			
12	Japanese	48	dream	X (dream) of Y	мечтать	X (мечтать) об Y-е	yumemiru	NOM	ACC	TR	TR		Tarō wa shinsha o yumemi-te-i-ru	PN TOP новая_машина ACC мечтать-CVB-AUX.IMPFV-NPST	‘Таро мечтает о новой машине.’			
12	Japanese	49	wash	X (wash) Y	мыть	X (мыть) Y	arau	NOM	ACC	TR	TR		Tarō wa chawan o arat-ta	PN TOP чашка ACC мыть-PST	‘Таро помыл чашку.’			
12	Japanese	50	put_on	X (put_on) Y	надевать	X (надевать) Y	haku	NOM	ACC	TR	TR		Tarō wa zubon o hai-ta	PN TOP брюки ACC надевать-PST	‘Таро надел штаны.’			
12	Japanese	51	be_called	X (be_called) Y	называться	X (называться) Y	iu	NOM	QUOT	Y	NOM_QUOT		kono dōgu wa kompasu to i-u	PRON.DEM инструмент TOP компас QUOT называть-NPST	‘Этот инструмент называют компасом.’			Same verb as 17, different pattern. QUOT is materially identical with COM, and probably the two markers share the same origin. However, they differ in terms of their properties, e.g. QUOT can be easily combined with ACC. AK: “COM can also be combined with ACC (and in many cases indeed does) but it does not function as a substantivizer in that case, so the statement that they differ in their properties still holds.”
12	Japanese	52	punish	X (punish) Y	наказывать	X (наказывать) Y-а	bassuru	NOM	ACC	TR	TR		Tarō wa jibun no musuko o basshi-ta	PN TOP PRON.RFL GEN сын ACC наказывать-PST	‘Таро наказал своего сына.’			
12	Japanese	53	attack	X (attack) Y	напасть	X (нападать) на Y-а	osou	NOM	ACC	TR	TR		kuma ga tsuribito o osot-ta	медведь NOM рыбак ACC нападать-PST	‘Медведь напал на рыбака.’			
12	Japanese	54	fill#intr#	X (fill) with Y	наполняться	X (наполняться) Y-ом	mitasareru	NOM	INS	Y	NOM_INS	This is a passive construction.	baketsu wa mizu de mitasa-re-ta	ведро TOP вода INS наполнять-PASS-PST	‘Ведро наполнилось водой.’			
12	Japanese	55	find	X (find) Y	находить	X (находить) Y(-а)	mitsukeru	NOM	ACC	TR	TR		Tarō wa kagi o mitsuke-ta	PN TOP ключ ACC находить-PST	‘Таро нашел свои ключи.’			
12	Japanese	56	be_short	X (be short) Y	недоставать	X-у (недоставать) Y-a	tariru + NEG	DAT(EXALT)	NOM(NO.EXALT)	XY	DAT(EXALT)_NOM(NO.EXALT)		Tarō ni wa ichi-doru tari-nai	PN DAT TOP один-доллар хватать-NEG	‘Таро недостает одного доллара.’			The DAT marker in this sentence can be omitted due to the usual “clash” between DAT and TOP. In Japanese, numeral constructions like “one dollar” are not marker by case postpositions. But an NP without a numeral would be marked with a NOM marker, cf. “Tarō (ni) wa o-kane ga tari-nai.” [Тароо (DAT) TOP HON-деньги NOM хватать-NEG]
12	Japanese	57	hate	X (hate) Y	ненавидеть	X (ненавидеть) Y-а	kirai da	NOM	NOM(NO.EXALT)	Y	NOM_NOM(NO.EXALT)	Non-verbal predicate.	Tarō wa Hanako ga kirai da	PN TOP PN NOM нелюбимый COP.NPST	‘Таро ненавидит Ханако.’			This is a non-derived double-nominative construction in terms of Alpatov et al.’s grammar. In the online elicitation study, most respondents approved the binominative pattern (and some preferred the TR alternative). Alternative is the verbal construction with the TR pattern: “Tarō wa Hanako o kirat-te-i-ru” [Тароо TOP Ханако ACC ненавидеть-CVB-AUX.IMPFV-NPST]. AK: Intuitively the non-verbal construction with the NOM_NOM(NO.EXALT) pattern is more common, cf. frequencies: ga kirai 916 (incl. 14 entries with HUMAN NAMES) vs. o kirau 855 (incl. 13 entries with HUMAN NAMES).
12	Japanese	58	like	X (like) Y	нравиться	X-у (нравиться) Y	ki ni iru	NOM	NOM(NO.EXALT)	Y	NOM_NOM(NO.EXALT)		Tarō wa kono shatsu ga ki ni it-te-i-ru	PN TOP PRON.DEM рубашка NOM mood DAT enter-CVB-AUX.IMPFV-NPST	‘Таро нравится эта рубашка.’			CV. This is a non-derived double-nominative construction in terms of Alpatov et al.’s grammar. In the online elicitation study, most respondents approved the binominative pattern (but many, 7 out of 15, preferred the TR alternative).
12	Japanese	59	need	X (need) Y	нуждаться	X (нуждаться) в Y-е	iru	NOM	NOM(NO.EXALT)	Y	NOM_NOM(NO.EXALT)		Tarō wa o-kane ga ir-u	PN TOP HON-деньги NOM нуждаться-NPST	‘Таро нужны деньги.’			This corresponds to Shibatani’s (2001) characterization of this verb as the verb used in the binomnative pattern. In the online elicitation study, 7 out of 8 respondents chose the binominative pattern. None of the other alternative was commonly accepted.
12	Japanese	60	surround	X (surround) Y	окружать	X (окружать) Y (стена город)	kakomu	NOM	ACC	TR	TR		kabe ga machi o kakon-de-i-ru	стена NOM город ACC окружать-CVB-AUX.IMPFV-NPST	‘Стены окружают город.’			
12	Japanese	61	remain	X (have) Y left	оставаться	у X-а (оставаться) Y	nokoru	DAT(EXALT)	NOM(NO.EXALT)	XY	DAT(EXALT)_NOM(NO.EXALT)		Tarō ni wa jū-doru nokot- te-i-ru	PN DAT TOP десять-доллар оставаться- CVB-AUX.IMPFV-NPST	‘У Таро осталось десять долларов.’			The DAT marker in this sentence can be omitted due to the usual “clash” between DAT and TOP. In Japanese, numeral constructions like “one dollar” are not marked by case postpositions. But an NP without a numeral would be marked with a NOM marker, cf. “Tarō (ni) wa ie ga nokot- te-i-ru.” [Тароо (DAT) TOP дом NOM оставаться- CVB-AUX.IMPFV-NPST].
12	Japanese	62	answer	X (answer) Y	отвечать	X (отвечать) Y-у	kotaeru	NOM	DAT	Y	NOM_DAT		Tarō wa sensei ni kotae-ta	PN TOP учитель DAT отвечать-PST	‘Таро ответил учителю.’			
12	Japanese	63	open	X (open) Y	открывать	X (открывать) Y	akeru	NOM	ACC	TR	TR		Tarō wa kan o ake-ta	PN TOP банка ACC открывать-PST	‘Таро открыл банку.’			
12	Japanese	64	be_different	X (be different) from Y	отличаться	X (отличаться) от Y-а	chigau	NOM	COM	Y	NOM_COM		boku no shatsu wa kimi no to wa chigat-te-i-ru	1.SG.M GEN рубашка TOP 2.SG SBSTV COM TOP отличаться-CVB-AUX.IMPFV-NPST	‘Моя рубашка отличается от твоей.’			There are two “wa” markers in this sentence due to a contrast meaning.
12	Japanese	65	fall_behind	X (fall behind) Y	отстать	X (отставать) от Y-а	okureru	NOM	DAT	Y	NOM_DAT		Tarō wa Hanako ni okure-ta	PN TOP PN DAT отставать-PST	‘Таро отстал от Ханако.’			
12	Japanese	66	plough	X (plough) Y	пахать	X (пахать) Y	tagayasu	NOM	ACC	TR	TR		Tarō wa hatake o tagayashi-te-i-ru	PN TOP поле ACC пахать-CVB-AUX.IMPFV-NPST	‘Таро пашет поле.’			
12	Japanese	67	smell	X (smell) like / of Y	пахнуть	X (пахнуть) Y-ом	nioi ga suru	*	*	*		Not included in the database because Y is expressed as an NP-internal modifier.	watashi no te wa gasorin no nioi ga su-ru	1.SG GEN рука TOP бензин GEN запах NOM VBZ-NPST	‘Мои руки пахнут бензином.’			CV
12	Japanese	68	cross	X (cross) Y	пересечь	X (пересекать) Y (улицу) 	wataru	NOM	ACC	TR	TR		Tarō wa michi o watat-ta	PN TOP дорога ACC пересекать-PST	‘Таро пересек дорогу.’			
12	Japanese	69	sing	X (sing) Y	петь	X (петь) Y	utau	NOM	ACC	TR	TR		Tarō wa utsukushii uta o utat-ta	PN TOP красивый песня ACC петь-PST	‘Таро спел красивую песню.’			
12	Japanese	70	write	X (write) Y	писать	X (писать) Y	kaku	NOM	ACC	TR	TR		Tarō wa tegami o kai-ta	PN TOP письмо ACC писать-PST	‘Таро написал письмо.’			
12	Japanese	71	drink	X (drink) Y	пить	X (пить) Y	nomu	NOM	ACC	TR	TR		Tarō wa gyūnyū o non-da	PN TOP молоко ACC пить-PST	‘Таро выпил молоко.’			
12	Japanese	72	melt	X (melt) Y	плавить	X (плавить) Y	tokasu	NOM	ACC	TR	TR		Tarō wa namari no katamari o tokashi-ta	PN TOP свинец GEN кусок ACC плавить-PST	‘Таро расплавил кусок свинца.’			
12	Japanese	73	match	X (match) Y	подходить	X (подходить) к Y-у (пояс к платью)	au	NOM	DAT	Y	NOM_DAT		kono beruto wa watashi no wanpīsu ni a-u	PRON.DEM. пояс TOP 1.SG GEN платье DAT подходить-NPST	‘Этот пояс подходит к моему платью.’			Same as 11.
12	Japanese	74	leave	X (leave) Y	покидать	X (покидать) Y(-а)	saru	NOM	ACC	TR	TR		Tarō wa kokyō no machi o sat-ta	PN TOP родина GEN город ACC покидать-PST	‘Таро уехал из родного города.’			
12	Japanese	75	cover	X (cover) Y	покрывать	X (покрывать) Y	ōu	NOM	ACC	TR	TR		jūtan wa yuka zentai o ōt-te-i-ru	ковер TOP пол весь ACC покрывать-CVB-AUX.IMPFV-NPST	‘Ковер покрывает весь пол.’			
12	Japanese	76	remember	X (remember) Y	помнить	X (помнить) Y-а	oboeru	NOM	ACC	TR	TR		Tarō wa ie o yoku oboe-te-i-ru	PN TOP дом ACC хорошо запоминать-CVB-AUX.IMPFV-NPST	‘Таро хорошо помнит дом.’			
12	Japanese	77	help	X (help) Y	помочь	X (помогать) Y-у	tetsudau	NOM	ACC	TR	TR		Tarō wa Hanako o tetsudat-ta	PN TOP PN ACC помогать-PST	‘Таро помог Ханако.’			
12	Japanese	78	understand	X (understand) Y	понимать	X (понимать) Y	wakaru	DAT(EXALT)	NOM(NO.EXALT)	XY	DAT(EXALT)_NOM(NO.EXALT)		Tarō ni wa furansu-go ga wakar-u	PN DAT TOP Франция-язык NOM понимать-NPST	‘Таро понимает французский язык.’			The DAT marker in this sentence can be omitted due to the usual “clash” between DAT and TOP.
12	Japanese	79	hit#target#	X (hit) Y	попасть	X (попадать) в Y (молния в дом)	ochiru	NOM	DAT	Y	NOM_DAT		kaminari ga ie ni ochi-ta	молния NOM дом DAT попасть-PST	‘Молния попала в дом.’			
12	Japanese	80	cut_oneself	X (cut oneself) with Y	порезаться	X (резаться) Y-ом	kega suru	NOM	INS	Y	NOM_INS		Tarō wa kamisori de kega shi-ta	PN TOP бритва INS рана VBZ-PST	‘Петя порезался бритвой.’			CV. It is also possible to say "kega o shi-ta".
12	Japanese	81	get_stuck	X (get stuck) to Y	прилипать	X (прилипать) к Y-у	kuttsuku	NOM	DAT	Y	NOM_DAT		koppu ga tе̄buru ni kuttsui-ta	стакан NOM стол DAT прилипать-PST	‘Стакан прилип к столу.’			
12	Japanese	82	lose#game#	X (lose) to Y	проиграть	X (проиграть) Y-у	makeru	NOM	DAT	Y	NOM_DAT		Tarō wa Hanako ni make-ta	PN TOP PN DAT проигрывать-PST	‘Таро проиграл Ханако.’			
12	Japanese	83	be_glad	X (be glad) about Y	радоваться	X (радоваться) Y-у	yorokobu	NOM	DAT	Y	NOM_DAT		Tarō wa tegami ni yorokon-da	PN TOP письмо DAT радоваться-PST	‘Таро обрадовался письму.’			AK: Alternative is the TR pattern with the same verb. NOM_DAT is more likely to be used when the Y argument is the cause of the emotion, whereas TR highlight the joy as directed towards an object. That said, the TR pattern is more frequent overall, cf. NP ACC yorokob-: 316 vs. NP DAT yorokob-: 112
12	Japanese	84	speak	X (speak) with Y	разговаривать	X (разговаривать) с Y-ом	hanasu	NOM	COM	Y	NOM_COM		Tarō ga Hanako to hanashi-te-i-ru	PN NOM PN COM разговаривать-CVB-AUX.IMPFV-NPST	‘Таро разговаривает с Ханако.’			
12	Japanese	85	give_birth	X (give birth) to Y	рожать	X (рожать) Y-а	umu	NOM	ACC	TR	TR		Hanako wa otoko-no ko o un-da	PN TOP мужчина-GEN ребенок ACC рожать-PST	‘Ханако родила сына.’			
12	Japanese	86	drop	X (drop) Y	ронять	X (ронять) Y	otosu	NOM	ACC	TR	TR		Tarō wa koppu o otoshi-ta	PN TOP стакан ACC ронять-PST	‘Таро уронил стакан.’			
12	Japanese	87	govern	X (govern) Y	руководить	X (руководить) Y	kanri suru	NOM	ACC	TR	TR		Tarō wa ware~ware no machi o kanri shi-te-i-ru	PN TOP 1.SG~PL GEN поселок ACC руководство VBZ-CVB-AUX.IMPFV-NPST	‘Таро руководит нашим поселком.’			CV
12	Japanese	88	miss	X (miss) Y	скучать	X (скучать) по Y-у	koishii	NOM	NOM(NO.EXALT)	Y	NOM_NOM(NO.EXALT)		watashi wa Hanako ga koishi-i	1.SG TOP PN NOM скучать-NPST	‘Я скучаю по Ханако.’			In the online elicitation study, most respondents (11/15) approved the binominative pattern. Alternative is the verbalized construction with the TR pattern (3/15): «Tarō wa Hanako o koishi-gat-te-i-ru.» [Тароо TOP Ханако ACC скучаемый (тоскуемый)-VBZ.EVD-CVB-AUX.IMPFV-NPST]
