language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
53	Hungarian	15	drive	X (drive) Y	гнать	X (гнать) Y-а	vezet	NOM	ACC	TR	TR		Péter vezet-i a tehen-et	PN lead-DEF.3SG the cow-ACC	‘Péter is driving the cow.’			
53	Hungarian	16	bend	X (bend) Y	гнуть	X (гнуть) Y	meghajlít 	NOM	ACC	TR	TR		Péter meghajlít-ott-a az ág-at	PN bend.over-PST-DEF.3SG the branch-ACC.	‘Péter bent the branch.’			PFX
53	Hungarian	17	tell	X (tell) Y	говорить	X (говорить) Y-у	mond	NOM	DAT	Y	NOM_DAT		Péter az-t mond-t-a Márton-nak: ...	PN that-ACC say-PST-DEF.3SG PN-DAT	‘Péter told Márton: ...’			
53	Hungarian	18	hold	X (hold)Y	держать	X (держать) Y(-а)	tart 	NOM	ACC	TR	TR		Péter egy könyv-et tart a kez-é-ben	PN a book-ACC holds the hand-POSS.3SG-INE	‘Péter is holding a book in his hands.’			
53	Hungarian	19	catch_up	X (catch up) with Y	догнать	X (догонять) Y(-а)	utolér	NOM	ACC	TR	TR		Péter utolér-t-e Márton-t	PN catch.up-PST-DEF.3SG PN-ACC	‘Péter caught up with Márton.’			
53	Hungarian	20	milk	X (milk) Y	доить	X (доить) Y-а	megfej	NOM	ACC	TR	TR		Péter megfej-t-e a tehen-et 	PN milk-PST-DEF.3SG the cow-ACC	‘Péter milked the cow.’			PFX
53	Hungarian	21	reach	X (reach) Y	достичь	X (достичь) Y-а (берега) 	elér	NOM	ACC	TR	TR		Péter elér-t-e a part-ot	PN reach-PST-DEF.3SG the bank-ACC	‘Péter reached the bank.’			
53	Hungarian	22	touch	X (touch) Y	дотронуться	X (дотрагиваться) до Y-а	hozzáér	NOM	ALL	Y	NOM_ALL		Péter hozzáér-t a fal-hoz	PN graze-PST.INDF.3SG the wall-ALL	‘Péter grazed the wall.’			
53	Hungarian	23	fight	X (fight) with Y	драться	X (драться) с Y-ом	verekszik 	NOM	INS	Y	NOM_INS		Péter vereksz-ik Márton-nal	PN scuffle-INDF.3SG PN-INS	‘Péter is fighting with Márton.’			
53	Hungarian	24	be_friends	X (be friends) with Y	дружить	X (дружить) с Y-ом	barátkozik	NOM	INS	Y	NOM_INS	This sentence is semantically slightly different from the stimulus.	Péter barátkoz-ik Márton-nal	PN is.friendly-INDF.3SG PN-INS	‘Péter is friendly with Márton.’			A natural implication is ... "who is probably not very popular".
53	Hungarian	25	think	X (think) about Y	думать	X (думать) об Y-е (об отце)	gondol	NOM	SUB	Y	NOM_SUB		Péter Márton-ra gondol	PN PN-SUB thinks	‘Péter is thinking about Márton.’			
53	Hungarian	26	eat	X (eat) Y	есть	X (есть) Y	eszik 	NOM	ACC	TR	TR		Péter ev-ett egy almá-t	PN eat-PST.INDF.3SG a apple-ACC	‘Péter ate an apple.’			
53	Hungarian	27	fry	X (fry) Y	жарить	X (жарить) Y	megsüt 	NOM	ACC	TR	TR		Péter meg-süt-ött-e a hal-at	PN PFX-fry-PST-DEF.3SG the fish-ACC	‘Péter fried the fish.’			PFX
53	Hungarian	28	wait	X (wait) for Y	ждать	X (ждать) Y-а (сына)	vár	NOM	SUB	Y	NOM_SUB		Péter Márton-ra vár	PN PN-SUB waits	‘Péter is waiting for Márton.’			The second argument is optional. Alternative is the transitive pattern with the same verb: “Péter Márton-t vár-ja.” [Péter Márton-ACC wait-DEF.3SG]. In this second pattern, the object cannot be omitted.
53	Hungarian	29	forget	X (forget) (about) Y	забывать	X (забывать) об Y-е	megfeledkez	NOM	DEL	Y	NOM_DEL		Péter megfeledkez-ett a másik út-ról 	PN forget.to.do-PST.INDF.3SG the other road-DEL	‘Péter forgot about the other road.’			Alternative is the transitive pattern with the same verb, which denoted forgetting the specific pathway: “Péter elfelejt-ett-e a másik ut-at.” [ Péter forget-PST-DEF.3SG the other road-ACC]. ‘Péter forgot the other road.
53	Hungarian	30	depend	X (depend) on Y	зависеть	X (зависеть) от Y-а	függ	NOM	ABL	Y	NOM_ABL		a memória a kor-tól függ	the memory the age-ABL depends	‘Memory depends on age.’			
53	Hungarian	31	call	X (call) Y	звать	X (звать) Y-а	hív	NOM	ACC	TR	TR		Péter hív-t-a Márton-t	PN call-PST-DEF.3SG PN-ACC	‘Péter called Márton.’			Same verb as in 51, but a different pattern.
53	Hungarian	32	get_to_know	X (get to know) Y	знакомиться	X (знакомиться) с Y-ом	megismer	NOM	ACC	TR	TR		Péter egy év-e ismer-t-e meg Márton-t	PN one year-POSS.3SG get.to.know-PST-DEF.3SG PFX PN-ACC	‘Péter got to know Márton a year ago.’			PFX
53	Hungarian	33	know	X (know) Y	знать 	X (знать) Y-а	ismer 	NOM	ACC	TR	TR		Péter ismer-i Márton-t	PN ken-DEF.3SG PN-ACC	‘Péter knows Márton.’			
53	Hungarian	34	play#instrument#	X (play) Y	играть	X (играть) на Y-е	*	*	*	*		No satisfactory translation has been obtained.	*	*	*			The only translation obtained involves the name of the instrument as part of the predicate.
53	Hungarian	35	avoid	X (avoid) Y	избегать	X (избегать) Y-а	elkerül	NOM	ACC	TR	TR		Péter elkerül-i Márton-t	PN avoid-DEF.3SG PN-ACC	‘Péter avoids Márton.’			
53	Hungarian	36	make	X (make) Y	изготовить	X (изготовить) Y	készít	NOM	ACC	TR	TR		Péter készít-ett egy egérfogó-t	PN make-PST.INDF.3SG a mousetrap-ACC 	‘Péter made a mousetrap.’			Alternative is the verb “csinál” used in the same transitive pattern. It has a smore general meaning.
53	Hungarian	37	make_fun	X (make fun) of Y	издеваться	X (издеваться) над Y-ом	kicsúfol	NOM	ACC	TR	TR		Péter kicsúfol-ja Márton-t	PN make.fun.of-DEF.3SG PN-ACC	‘Péter is making fun of Márton.’			Alternative is the verb “kinevet”, also used in the transitive pattern: “Péter kinevet-i Márton-t.” [Péter laugh.at-DEF.3SG Márton-ACC] Péter is laughing at Márton.
53	Hungarian	38	have	X (have) Y	иметь	X (иметь) Y	van 	DAT	NOM	X	DAT_NOM		Péter-nek van egy kocsi-ja	PN-DAT is a car-POSS	‘Péter has a car.’			Same verb as in 2,  different pattern
53	Hungarian	39	look_for	X (look for) Y	искать	X (искать) Y(-а)	keres 	NOM	ACC	TR	TR		Péter keres-i a kulcsa-i-t	PN look.for-DEF.3SG the key-PL-ACC	‘Péter is looking for his keys.’			
53	Hungarian	40	paint	X (paint) Y	красить	X (красить) Y	lefest 	NOM	ACC	TR	TR		Péter lefest-ett-e a kerítés-t	PN paint-PST-DEF.3SG the fence-ACC	‘Péter painted the fence.’			
53	Hungarian	41	bite	X (bite) Y	кусать	X (кусать) Y-а	megharap 	NOM	ACC	TR	TR		egy kutya meg-harap-t-a Péter-t	a dog PFX-bite-PST-DEF.3SG PN-ACC	‘A dog bit Péter.’			PFX
53	Hungarian	42	forfeit	X (lose) Y	лишаться	X (лишаться) Y-а	elveszt	NOM	ACC	TR	TR		Péter elveszt-ett-e a ház-á-t	PN lose-PST-DEF.3SG the house-POSS.3SG-ACC 	‘Péter lost his house.’			Very close to 103, but the two citation forms are given separately in the dictionary.
53	Hungarian	43	try_to_catch	X (try to catch) Y	ловить	X (ловить) Y(-а)	megpróbál elkapni	NOM	ACC	TR	TR		Péter próbál-ja elkap-ni a macská-t	PN try-DEF.3SG catch-INF the cat-ACC	‘Péter is trying to catch the cat.’			CV
53	Hungarian	44	break	X (break) Y	ломать	X (ломать) Y	eltör	NOM	ACC	TR	TR		Péter eltör-t egy bot-ot	PN snap-PST.INDF.3SG a stick-ACC	‘Péter broke a stick.’			
53	Hungarian	45	flatter	X (flatter) Y	льстить	X (льстить) Y-у	hízeleg	NOM	DAT	Y	NOM_DAT		Péter hízeleg Mártá-nak	PN flatters PN-DAT	‘Péter is flattering Márta.’			
53	Hungarian	46	love1	X (love) Y	любить-1	X (любить) Y-а (сына)	szeret	NOM	ACC	TR	TR		Péter szeret-i Mártá-t	PN love-DEF.3SG Mártá-ACC	‘Péter loves Márta.’			Same as 129.
53	Hungarian	47	wave	X (wave) Y	махать	X (махать) Y-ом	integet	NOM	INS	Y	NOM_INS		Péter integet a zsebkendő-jé-vel	PN waves the handkerchief-POSS.3SG-INS 	‘Péter is waving his handkerchief.’			This is the more natural option. The same verb and pattern can also be used with ‘hand’. Alternative is the verb “lenget” used in the transitive pattern: “Péter lenget egy zsebkendő-t.” [ Péter waves a handkerchief-ACC] ‘Péter is waving a handkerchief’. This verbis also used for denoting motion in the air, especially with long objects.
53	Hungarian	48	dream	X (dream) of Y	мечтать	X (мечтать) об Y-е	álmodik	NOM	DEL	Y	NOM_DEL		Péter egy új autó-ról álmod-ik	PN a new car-DEL dream-INDF.3SG	‘Péter is dreaming of a new car.’			Same as 97.
53	Hungarian	49	wash	X (wash) Y	мыть	X (мыть) Y	elmos	NOM	ACC	TR	TR		Péter elmos-t-a a csészé-t	PN wash-PST-DEF.3SG the cup-ACC	‘Péter washed the cup.’			
53	Hungarian	50	put_on	X (put_on) Y	надевать	X (надевать) Y	felvesz 	NOM	ACC	TR	TR		Péter fel-ve-tt-e a nadrág-já-t 	PN up-take-PST-DEF.3SG the trousers-POSS.3SG-ACC	‘Péter put on his trousers.’			This is the more frequent option. Alternative is the verb “felhúz”, used in the transitive contruction.
53	Hungarian	51	be_called	X (be_called) Y	называться	X (называться) Y	hív	ACC	DAT	Y	ACC_DAT	This is a transimpersonal construction.	ezt a szerkezet-et iránytű-nek hív-ják	this the mechanism-ACC compass-DAT call-DEF.3PL	‘This mechanism is called a compass.’			The verb is used in its impersonal form. Same verb as in 31, a different pattern.
53	Hungarian	52	punish	X (punish) Y	наказывать	X (наказывать) Y-а	megbüntet	NOM	ACC	TR	TR		Péter megbüntet-t-e a fi-á-t	PN punish-PST-DEF.3SG the son-POSS.3SG-ACC	‘Péter punished his son.’			PFX
53	Hungarian	53	attack	X (attack) Y	напасть	X (нападать) на Y-а	megtámad	NOM	ACC	TR	TR		egy medve megtámad-ott egy halász-t	a bear attack-PST.INDF.3SG a fisherman-ACC	‘A bear attacked a fisherman.’			PFX
53	Hungarian	54	fill#intr#	X (fill) with Y	наполняться	X (наполняться) Y-ом	megtelik	NOM	INS	Y	NOM_INS		a vödör megtel-t víz-zel	the bucket fill-PST water-INS	‘The bucket filled with water.’			PFX
53	Hungarian	55	find	X (find) Y	находить	X (находить) Y(-а)	megtalál	NOM	ACC	TR	TR		Péter megtalál-t-a a kulcsa-i-t	PN seek.out-PST-DEF.3SG the key-PL-ACC	‘Péter found his keys.’			PFX
53	Hungarian	56	be_short	X (be short) Y	недоставать	X-у (недоставать) Y-a	kevesebb-POSS + COP	DAT	INS	XY	DAT_INS	Non-verbal predicate.	Péter-nek egy euró-val keves-ebb-je van	PN-DAT one euro-INS few-CMP-POSS.3SG is	‘Péter is short one euro.’			
53	Hungarian	57	hate	X (hate) Y	ненавидеть	X (ненавидеть) Y-а	utál	NOM	ACC	TR	TR		Péter utál-ja Márton-t	PN hate-DEF.3SG PN-ACC	‘Péter hates Márton.’			
53	Hungarian	58	like	X (like) Y	нравиться	X-у (нравиться) Y	tetszik	DAT	NOM	X	DAT_NOM		Péter-nek tetsz-ik ez az ing	PN-DAT please-INDF.3SG this the shirt	‘Péter likes this shirt.’			
53	Hungarian	59	need	X (need) Y	нуждаться	X (нуждаться) в Y-е	szüksége + COP	DAT	SUB	XY	DAT_SUB	Non-verbal predicate. 	Péter-nek pénz-re van szükség-e	PN-DAT money-SUB is need-GEN	‘Péter needs money.’			
53	Hungarian	60	surround	X (surround) Y	окружать	X (окружать) Y (стена город)	körbeveszik 	NOM	ACC	TR	TR		a fal-ak körbevesz-ik a város-t	the wall-PL frame-INDF.3SG the city-ACC 	‘The walls surround the city.’			
53	Hungarian	61	remain	X (have) Y left	оставаться	у X-а (оставаться) Y	marad	DAT	NOM	X	DAT_NOM		Péter-nek tíz euró-ja marad-t 	PN-DAT ten euro-POSS.3SG remain-PST.INDF.3SG	‘Péter has ten euros left.’			
53	Hungarian	62	answer	X (answer) Y	отвечать	X (отвечать) Y-у	válaszol	NOM	DAT	Y	NOM_DAT		Péter válaszol-t a tanár-nak	PN answer-PST.INDF.3SG the teacher-DAT	‘Péter answered the teacher.’			
53	Hungarian	63	open	X (open) Y	открывать	X (открывать) Y	kinyit	NOM	ACC	TR	TR		Péter kinyit-ott egy doboz-t	PN open-PST.INDF.3SG a can-ACC	‘Péter opened a can.’			
53	Hungarian	64	be_different	X (be different) from Y	отличаться	X (отличаться) от Y-а	különbözik	NOM	ABL	Y	NOM_ABL		nem, az én ing-em különböz-ik a tiéd-től	no the I shirt-POSS.1SG differ-INDF.3SG the yours-ABL	‘No, my shirt is different from yours.’			
53	Hungarian	65	fall_behind	X (fall behind) Y	отстать	X (отставать) от Y-а	lemarad	NOM	mogott	Y	NOM_mogott		Péter lemarad-t Márton mögött	PN drop.behind-PST.INDF.3SG PN behind	‘Péter fell behind Márton.’			
53	Hungarian	66	plough	X (plough) Y	пахать	X (пахать) Y	szánt	NOM	ACC	TR	TR		Péter szánt-ja a mező-t	PN plough-DEF.3SG the field-ACC	‘Péter is ploughing the field.’			
53	Hungarian	67	smell	X (smell) like / of Y	пахнуть	X (пахнуть) Y-ом	szaga + COP	*	*	*		Not included in the database because Y is expressed as an NP-internal modifier. Non-verbal predicate.	a kez-em-nek füstölt lazac szag-a van	the hand-POSS.1SG-DAT smoked salmon smell-3SG.POSS is	‘My hands smell of smoked salmon.’			With bare nouns used as Y, the construction involves incorporation of Y along the lines of "Y-smell".
53	Hungarian	68	cross	X (cross) Y	пересечь	X (пересекать) Y (улицу) 	átmegy	NOM	SUP	Y	NOM_SUP		Péter át-men-t az út-on	PN across-go-PST.INDF.3SG the road-SUP	‘Péter crossed the road.’			
53	Hungarian	69	sing	X (sing) Y	петь	X (петь) Y	énekel	NOM	ACC	TR	TR		Péter egy gyönyörű dal-t énekel-t	PN a beautiful song-ACC sing-PST.INDF.3SG	‘Péter sang a beautiful song.’			
53	Hungarian	70	write	X (write) Y	писать	X (писать) Y	ír	NOM	ACC	TR	TR		Péter ír-t egy level-et	PN write-PST.INDF.3SG a letter-ACC	‘Péter wrote a letter.’			
53	Hungarian	71	drink	X (drink) Y	пить	X (пить) Y	megiszik	NOM	ACC	TR	TR		Péter meg-i-tt-a a tej-et	PN PFX-drink-PST-DEF.3SG the milk-ACC	‘Péter drank the milk.’			
53	Hungarian	72	melt	X (melt) Y	плавить	X (плавить) Y	mególom	NOM	ACC	TR	TR		Péter meg-olvaszt-ott egy darab ólm-ot	PN PFX-melt-PST.INDF.3SG a piece lead-ACC	‘Péter melted a piece of lead.’			
53	Hungarian	73	match	X (match) Y	подходить	X (подходить) к Y-у (пояс к платью)	megy	NOM	ALL	Y	NOM_ALL		ez az öv megy a ruhá-m-hoz	this the belt go.INDF.3SG the dress-POSS.1SG-ALL	‘This belt goes well with my dress.’.’			
53	Hungarian	74	leave	X (leave) Y	покидать	X (покидать) Y(-а)	elhagy 	NOM	ACC	TR	TR		Péter elhagy-t-a a szülőváros-á-t	PN leave-PST-DEF.3SG the hometown-POSS.3SG-ACC	‘Péter left his native city.’			
53	Hungarian	75	cover	X (cover) Y	покрывать	X (покрывать) Y	lefed	NOM	ACC	TR	TR		a szőnyeg az egész padló-t lefed-i	the carpet the whole floor-ACC cover-DEF.3SG	‘The carpet covers the whole floor.’			
53	Hungarian	76	remember	X (remember) Y	помнить	X (помнить) Y-а	emlékszik	NOM	SUB	Y	NOM_SUB		Péter jól emléksz-ik a ház-ra	PN well remember-INDF.3SG the house-SUB	‘Péter remembers the house well.’			
53	Hungarian	77	help	X (help) Y	помочь	X (помогать) Y-у	segít	NOM	DAT	Y	NOM_DAT		Péter segít-ett Márton-nak	PN help-PST.INDF.3SG PN-DAT	‘Péter helped Márton.’			
53	Hungarian	78	understand	X (understand) Y	понимать	X (понимать) Y	ért	NOM	ESS	Y	NOM_ESS		Péter ért franciá-ul	PN understands French-ESS	‘Péter understands French.’			
53	Hungarian	79	hit#target#	X (hit) Y	попасть	X (попадать) в Y (молния в дом)	csap	NOM	ILL	Y	NOM_ILL		villám csap-ott a ház-ba	Lightning hit-PST.INDF.3SG the house-ILL	‘Lightning hit the house.’			
53	Hungarian	80	cut_oneself	X (cut oneself) with Y	порезаться	X (резаться) Y-ом	megvág mag-POSS-ACC	NOM	INS	Y	NOM_INS		Péter meg-vág-t-a mag-á-t a borotvá-val	PN PFX-cut-PST-DEF.3SG self-POSS.3SG-ACC the razor-INS	‘Péter cut himself with a razor.’			CV. PFX
53	Hungarian	81	get_stuck	X (get stuck) to Y	прилипать	X (прилипать) к Y-у	odaragad	NOM	ALL	Y	NOM_ALL		a pohár odaragad-t az asztal-hoz	the glass stick-PST.INDF.3SG the table-ALL	‘The glass got stuck to the table.’			
53	Hungarian	82	lose#game#	X (lose) to Y	проиграть	X (проиграть) Y-у	veszít	NOM	szembenINS	Y	NOM_szembenINS		Péter veszít-ett Márton-nal szemben 	PN lose-PST.INDF.3SG PN-INS against	‘Péter lost to Márton.’			
53	Hungarian	83	be_glad	X (be glad) about Y	радоваться	X (радоваться) Y-у	örül 	NOM	DAT	Y	NOM_DAT		Péter örül-t a levél-nek	PN glad-PST.INDF.3SG the letter-DAT	‘Péter was glad about the letter.’			
53	Hungarian	84	speak	X (speak) with Y	разговаривать	X (разговаривать) с Y-ом	beszélget	NOM	INS	Y	NOM_INS		Péter Márton-nal beszélget 	PN PN-INS talks.to	‘Péter is speaking with Márton.’			
53	Hungarian	85	give_birth	X (give birth) to Y	рожать	X (рожать) Y-а	szül	NOM	ACC	TR	TR		Márta fiút szül-t	PN son-ACC give.birth-PST.INDF.3SG	‘Márta gave birth to a son.’			
53	Hungarian	86	drop	X (drop) Y	ронять	X (ронять) Y	elejt	NOM	ACC	TR	TR		Péter elejt-ett-e a pohar-at	PN drop-PST-DEF.3SG the glass-ACC	‘Péter dropped the glass.’			
53	Hungarian	87	govern	X (govern) Y	руководить	X (руководить) Y	ural	NOM	ACC	TR	TR		Péter ural-ja a város-unk-at	PN dominate-DEF.3SG the town-POSS.1PL-ACC	‘Péter runs our town.’			
53	Hungarian	88	miss	X (miss) Y	скучать	X (скучать) по Y-у	hiányzik 	DAT	NOM	X	DAT_NOM		Péter-nek hiányz-ik Márton	PN-DAT be.lacking-INDF.3SG PN	‘Péter misses Márton.’			
53	Hungarian	89	follow	X (follow) Y	следовать	X (следовать) за Y-ом	követ	NOM	ACC	TR	TR		Péter követ-i Márton-t	PN follow-DEF.3SG PN-ACC	‘Péter follows Márton.’			
53	Hungarian	90	dismount	X (get down) from Y	слезать	X (слезать) с Y-a (с лошади)	leszáll 	NOM	DEL	Y	NOM_DEL		Péter leszáll-t a ló-ról 	PN get.down-PST.INDF.3SG the horse-DEL	‘Péter got down from the horse.’			
53	Hungarian	91	listen	X (listen) to Y	слушать	X (слушать) Y	hallgat	NOM	ACC	TR	TR		Péter rádió-t hallgat	PN radio-ACC listens	‘Péter is listening to the radio.’			Same verb as in 92, but a different pattern.
53	Hungarian	92	obey	X (obey) Y	слушаться	X (слушаться) Y-a	hallgat 	NOM	SUB	Y	NOM_SUB		Péter mindig hallgat az any-já-ra	PN always listens the mother-POSS-SUB	‘Péter always listens to his mother.’			Same verb as in 91, but a different pattern.
53	Hungarian	93	hear	X (hear) Y	слышать	X (слышать) Y	hall 	NOM	ACC	TR	TR		Péter hall-ja a zené-t	PN hear-DEF.3SG the music-ACC	‘Péter hears the music.’			
53	Hungarian	94	mix	X (get mixed) with Y	смешаться	X (смешаться) с Y-ом	összekeveredik	NOM	INS	Y	NOM_INS		a méz összekevered-ett a tej-jel 	the honey get.mixed.up-PST.INDF.3SG the milk-INS	‘The honey got mixed with the milk.’			
53	Hungarian	95	look	X (look) at Y	смотреть	X (смотреть) на Y	néz 	NOM	ACC	TR	TR		Péter néz-i a felhő-k-et	PN look-DEF.3SG the cloud-PL-ACC	‘Péter is looking at the clouds.’			
53	Hungarian	96	take_off	X (take off) Y	снимать	X (снимать) Y (рубашку)	levesz	NOM	ACC	TR	TR		Péter le-ve-tt-e az ing-jé-t 	PN down-take-PST-DEF.3SG the shirt-POSS.3SG-ACC	‘Péter took off his shirt.’			Same as 8.
53	Hungarian	97	dream#sleeping#	X (dream) about Y	сниться	X-у (сниться) Y	álmodik 	NOM	DEL	Y	NOM_DEL		Márta Péter-ről álmod-ik	PN PN-DEL dream-INDF.3SG	‘Márta dreams about Péter.’			Same as 48.
53	Hungarian	98	agree	X (agree) with Y	соглашаться	X (соглашаться) с Y-ом	egyetért	NOM	INS	Y	NOM_INS		Péter egyetért-ett Mártá-val 	PN agree-PST.INDF.3SG PN-INS	‘Péter agreed with Márta.’			
53	Hungarian	99	have_a_quarrel	X (have a quarrel) with Y	ссориться	X (ссориться) с кем Y	összeveszik	NOM	INS	Y	NOM_INS		Péter összevesz-ett Márton-nal 	PN quarrel-PST.INDF.3SG PN-INS	‘Péter had a quarrel with Márton.’			
53	Hungarian	100	cost	X (cost) Y	стоить	X (стоить) Y (один доллар)	kerül	NOM	ILL	Y	NOM_ILL		ez a csésze egy euró-ba kerül	this the cup one euro-ILL costs	‘This cup costs one euro.’			
53	Hungarian	101	shoot_at	X (shoot) at Y	стрелять	X (стрелять) в Y-а	rálő 	NOM	SUB	Y	NOM_SUB		Péter rálő-tt a madár-ra	PN shoot-PST.INDF.3SG the bird-SUB	‘Péter shot at the bird.’			
53	Hungarian	102	pour	X (pour) Y	сыпать	X (сыпать) Y	tesz	NOM	ACC	TR	TR		Péter cukr-ot te-tt a csészé-be 	PN sugar-ACC put-PST.INDF.3SG the cup-ILL	‘Péter poured the sugar into the cup.’			
53	Hungarian	103	lose	X (lose) Y	терять	X (терять) Y	elveszít	NOM	ACC	TR	TR		Péter elveszít-ett-e a kulcsa-i-t	PN lose-PST-DEF.3SG the key-PL-ACC	‘Péter lost his keys.’			Very close to 42, but the two citation forms are given separately in the dictionary.
53	Hungarian	104	sink	X (sink) in Y	тонуть	X (тонуть) в Y-е	elsüllyed	NOM	ala	Y	NOM_ala		a farönk elsüllyed-t a víz alá	the log sink-PST.INDF.3SG the water under	‘The log sank in the water.’			
53	Hungarian	105	kill	X (kill) Y	убивать	X (убивать) Y-а	megöl	NOM	ACC	TR	TR		Péter megöl-t-e Márton-t	PN kill-PST-DEF.3SG PN-ACC	‘Péter killed Márton.’			PFX
53	Hungarian	106	hit	X (hit) Y	ударить	X (ударять) Y-а	megüt	NOM	ACC	TR	TR		Péter megüt-ött-e Márton-t	PN hit-PST-DEF.3SG PN-ACC	‘Péter hit Márton.’			PFX
53	Hungarian	107	kiss	X (kiss) Y	целовать	X (целовать) Y-а	megcsókol	NOM	ACC	TR	TR		Péter megcsókol-t-a Mártá-t	PN kiss-PST-DEF.3SG PN-ACC	‘Péter kissed Márta.’			PFX
53	Hungarian	108	read	X (read) Y	читать	X (читать) Y-а	olvas	NOM	ACC	TR	TR		Péter egy érdekes könyv-et olvas-ott	PN a interesting book-ACC read-PST.INDF.3SG	‘Péter read an interesting book.’			
53	Hungarian	109	move#bodypart#	X (move) Y	шевелить	X (шевелить) Y-ом	mozgat	NOM	ACC	TR	TR		Péter mozgat-ja az ujj-a-i-t	PN move-DEF.3SG the finger-POSS-PL-ACC	‘Péter moved his fingers.’			
53	Hungarian	110	respect	X (respect) Y	уважать	X (уважать) Y-а	tisztel	NOM	ACC	TR	TR		Péter tisztel-i Márton-t 	PN respect-DEF.3SG PN-ACC	‘Péter respects Márton.’			
53	Hungarian	111	be_squeamish	X (be squeamish) about Y	брезговать	X (брезговать) Y-ом	kényes + COP	NOM	SUB	Y	NOM_SUB	Non-verbal predicate.	Péter kényes a piszkos edény-ek-re 	PN squeamish the dirty dish-PL-SUB	‘Péter is squeamish about dirty dishes.’			
53	Hungarian	112	be_content	X (be content) with	быть довольным	X (быть довольным) Y-ом	elégedett + COP	NOM	INS	Y	NOM_INS	Non-verbal predicate.	Péter elégedett a fi-á-val 	PN satisfied the son-POSS.3SG-INS	‘Péter is content with his son.’			
