language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
12	Japanese	78	understand	X (understand) Y	понимать	X (понимать) Y		TOP	NOM		TOPNOM	vi						
12	Japanese	79	hit#target#	X (hit) Y	попасть	X (попадать) в Y (молния в дом)		NOM	DAT		DAT	vi						
12	Japanese	80	cut_oneself	X (cut oneself) with Y	порезаться	X (резаться) Y-ом		NOM	INSTR		INSTR	vi						
12	Japanese	81	get_stuck	X (get stuck) to Y	прилипать	X (прилипать) к Y-у		NOM	DAT		DAT	vi						
12	Japanese	82	lose#game#	X (lose) to Y	проиграть	X (проиграть) Y-у		NOM	DAT		DAT	vi						
12	Japanese	83	be_glad	X (be glad) about Y	радоваться	X (радоваться) Y-у		NOM	ACC/DAT		DAT	vt/i						
12	Japanese	84	speak	X (speak) with Y	разговаривать	X (разговаривать) с Y-ом		NOM	CONTR		CONTR	vi						
12	Japanese	85	give_birth	X (give birth) to Y	рожать	X (рожать) Y-а		NOM	ACC		TR	vt						
12	Japanese	86	drop	X (drop) Y	ронять	X (ронять) Y		NOM	ACC		TR	vt						
12	Japanese	87	govern	X (govern) Y	руководить	X (руководить) Y		NOM	ACC		TR	vt						
12	Japanese	88	miss	X (miss) Y	скучать	X (скучать) по Y-у						ADJ						
12	Japanese	89	follow	X (follow) Y	следовать	X (следовать) за Y-ом		NOM	DAT		DAT	vi						
12	Japanese	90	dismount	X (get down) from Y	слезать	X (слезать) с Y-a (с лошади)		NOM	ACC/ABL		ABL	vt/i						
12	Japanese	91	listen	X (listen) to Y	слушать	X (слушать) Y		NOM	ACC		TR	vt						
12	Japanese	92	obey	X (obey) Y	слушаться	X (слушаться) Y-a						0						
12	Japanese	93	hear	X (hear) Y	слышать	X (слышать) Y		NOM/DAT	ACC/NOM		DATNOM	vt/i						
12	Japanese	94	mix	X (get mixed) with Y	смешаться	X (смешаться) с Y-ом		NOM	CONTR		CONTR	vi						
12	Japanese	95	look	X (look) at Y	смотреть	X (смотреть) на Y		NOM	ACC		TR	vt						
12	Japanese	96	take_off	X (take off) Y	снимать	X (снимать) Y (рубашку)		NOM	ACC		TR	vt						
12	Japanese	97	dream#sleeping#	X (dream) about Y	сниться	X-у (сниться) Y						0						
12	Japanese	98	agree	X (agree) with Y	соглашаться	X (соглашаться) с Y-ом		NOM	DAT		DAT	vi						
12	Japanese	99	have_a_quarrel	X (have a quarrel) with Y	ссориться	X (ссориться) с кем Y		NOM	CONTR		CONTR	vi						
12	Japanese	100	cost	X (cost) Y	стоить	X (стоить) Y (один доллар)		TOP	0		TOP0	COP						
12	Japanese	101	shoot_at	X (shoot) at Y	стрелять	X (стрелять) в Y-а		NOM	ACC		TR	vt						
12	Japanese	102	pour	X (pour) Y	сыпать	X (сыпать) Y		NOM	ACC		TR	vt						
12	Japanese	103	lose	X (lose) Y	терять	X (терять) Y		NOM	ACC		TR	vt						
12	Japanese	104	sink	X (sink) in Y	тонуть	X (тонуть) в Y-е		NOM	DAT		DAT	vi						
12	Japanese	105	kill	X (kill) Y	убивать	X (убивать) Y-а		NOM	ACC		TR	vt						
12	Japanese	106	hit	X (hit) Y	ударить	X (ударять) Y-а		NOM	ACC		TR	vt						
12	Japanese	107	kiss	X (kiss) Y	целовать	X (целовать) Y-а		NOM	DAT		DAT	vi						
12	Japanese	108	read	X (read) Y	читать	X (читать) Y-а		NOM	ACC		TR	vt						
12	Japanese	109	move#bodypart#	X (move) Y	шевелить	X (шевелить) Y-ом		NOM	ACC		TR	vt						
12	Japanese	110	respect	X (respect) Y	уважать	X (уважать) Y-а		NOM	ACC		TR	vt						
12	Japanese	111	be_squeamish	X (be squeamish) about Y	брезговать	X (брезговать) Y-ом						ADJ						
12	Japanese	112	be_content	X (be content) with	быть довольным	X (быть довольным) Y-ом		NOM	DAT		DAT	vi						
12	Japanese	113	fall_in_love	X (fall in love) with Y	влюбляться	X (влюбляться) в Y-a		NOM	DAT		DAT	vi						
12	Japanese	114	trust	X (trust) Y	доверять	X (доверять) Y-у		NOM	ACC		TR	vt						
12	Japanese	115	sympathise	X (sympathise) with Y	жалеть	X (жалеть) Y-а						ADJ						
12	Japanese	116	envy	X (envy) Y	завидовать	X (завидовать) Y-у						ADJ						
12	Japanese	117	be_angry	X (be angry) with Y	злиться	X (злиться) на Y-а						0						
12	Japanese	118	be_surprised	X (be surprised) at Y	удивляться	X (удивляться) Y-у		NOM	DAT		DAT	vi						
12	Japanese	119	love2	X (love) Y	любить-2	X (любить) Y (чай/яблоки)		TOP	NOM		TOPNOM	vi						
12	Japanese	120	enjoy	X (enjoy) Y	наслаждаться	X (наслаждаться) Y-ом		NOM	ACC		TR	vt						
12	Japanese	121	want	X (want) Y	хотеть	X (хотеть) Y-а						ADJ						
12	Japanese	122	have_a_grudge	X (have a grudge) against Y	сердиться	X (сердиться) на Y-а		NOM	DAT		DAT	vi						
12	Japanese	123	take_offence	X (take_offence) at Y	обижаться	X (обижаться) на Y-а						0						
12	Japanese	124	upset	X (upset) Y	огорчать	X (огорчать) Y-а		NOM	ACC		TR	vt						
12	Japanese	125	marvel	X (marvel) at Y	поражаться	X (поражаться) Y-у						0						
12	Japanese	126	despise	X (despise) Y	презирать	X (презирать) Y-а		NOM	ACC		TR	vt						
12	Japanese	127	get_upset	X (get upset) with Y	огорчаться	X (огорчаться) из-за Y-а		NOM	DAT		DAT	vi						
12	Japanese	128	get_irritated	X (get irritated) with Y	раздражаться	X (раздражаться) на Y-а		NOM	DAT		DAT	vi						
12	Japanese	129	be_fond	X (be fond) of Y	симпатизировать	X (симпатизировать) Y-у		NOM	DAT		DAT	vi						
12	Japanese	130	be_shy	X (be shy) about Y	стесняться	X (стесняться) Y-а		NOM	ACC		TR	vt						
