language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
4	Estonian	90	dismount	X (get down) from Y	слезать	X (слезать) с Y-a (с лошади)		NOM	EL	Y	NOM_EL							
4	Estonian	91	listen	X (listen) to Y	слушать	X (слушать) Y		NOM	GEN~PART	TR	TR							
4	Estonian	92	obey	X (obey) Y	слушаться	X (слушаться) Y-a		*	*	*								
4	Estonian	93	hear	X (hear) Y	слышать	X (слышать) Y		NOM	PART	Y	NOM_PART							
4	Estonian	94	mix	X (get mixed) with Y	смешаться	X (смешаться) с Y-ом		NOM	COM	Y	NOM_COM							
4	Estonian	95	look	X (look) at Y	смотреть	X (смотреть) на Y		NOM	PART	Y	NOM_PART							
4	Estonian	96	take_off	X (take off) Y	снимать	X (снимать) Y (рубашку)		NOM	EL	Y	NOM_EL							
4	Estonian	97	dream#sleeping#	X (dream) about Y	сниться	X-у (сниться) Y		*	*	*								
4	Estonian	98	agree	X (agree) with Y	соглашаться	X (соглашаться) с Y-ом		NOM	COM	Y	NOM_COM							
4	Estonian	99	have_a_quarrel	X (have a quarrel) with Y	ссориться	X (ссориться) с кем Y		NOM	COM	Y	NOM_COM							
4	Estonian	100	cost	X (cost) Y	стоить	X (стоить) Y (один доллар)		*	*	*								
4	Estonian	101	shoot_at	X (shoot) at Y	стрелять	X (стрелять) в Y-а		*	*	*								
4	Estonian	102	pour	X (pour) Y	сыпать	X (сыпать) Y		NOM	GEN~PART	TR	TR							
4	Estonian	103	lose	X (lose) Y	терять	X (терять) Y		NOM	GEN~PART	TR	TR							
4	Estonian	104	sink	X (sink) in Y	тонуть	X (тонуть) в Y-е		NOM	ILL	Y	NOM_IL							
4	Estonian	105	kill	X (kill) Y	убивать	X (убивать) Y-а		NOM	GEN~PART	TR	TR							
4	Estonian	106	hit	X (hit) Y	ударить	X (ударять) Y-а		NOM	PART	Y	NOM_PART							
4	Estonian	107	kiss	X (kiss) Y	целовать	X (целовать) Y-а		NOM	PART	Y	NOM_PART							
4	Estonian	108	read	X (read) Y	читать	X (читать) Y-а		NOM	GEN~PART	TR	TR							
4	Estonian	109	move#bodypart#	X (move) Y	шевелить	X (шевелить) Y-ом		NOM	PART	Y	NOM_PART							
4	Estonian	110	respect	X (respect) Y	уважать	X (уважать) Y-а		*	*	*								
4	Estonian	111	be_squeamish	X (be squeamish) about Y	брезговать	X (брезговать) Y-ом		*	*	*								
4	Estonian	112	be_content	X (be content) with	быть довольным	X (быть довольным) Y-ом		*	*	*								
4	Estonian	113	fall_in_love	X (fall in love) with Y	влюбляться	X (влюбляться) в Y-a		*	*	*								
4	Estonian	114	trust	X (trust) Y	доверять	X (доверять) Y-у		*	*	*								
4	Estonian	115	sympathise	X (sympathise) with Y	жалеть	X (жалеть) Y-а		*	*	*								
4	Estonian	116	envy	X (envy) Y	завидовать	X (завидовать) Y-у		*	*	*								
4	Estonian	117	be_angry	X (be angry) with Y	злиться	X (злиться) на Y-а		*	*	*								
4	Estonian	118	be_surprised	X (be surprised) at Y	удивляться	X (удивляться) Y-у		*	*	*								
4	Estonian	119	love2	X (love) Y	любить-2	X (любить) Y (чай/яблоки)		*	*	*								
4	Estonian	120	enjoy	X (enjoy) Y	наслаждаться	X (наслаждаться) Y-ом		*	*	*								
4	Estonian	121	want	X (want) Y	хотеть	X (хотеть) Y-а		*	*	*								
4	Estonian	122	have_a_grudge	X (have a grudge) against Y	сердиться	X (сердиться) на Y-а		*	*	*								
4	Estonian	123	take_offence	X (take_offence) at Y	обижаться	X (обижаться) на Y-а		*	*	*								
4	Estonian	124	upset	X (upset) Y	огорчать	X (огорчать) Y-а		*	*	*								
4	Estonian	125	marvel	X (marvel) at Y	поражаться	X (поражаться) Y-у		*	*	*								
4	Estonian	126	despise	X (despise) Y	презирать	X (презирать) Y-а		*	*	*								
4	Estonian	127	get_upset	X (get upset) with Y	огорчаться	X (огорчаться) из-за Y-а		*	*	*								
4	Estonian	128	get_irritated	X (get irritated) with Y	раздражаться	X (раздражаться) на Y-а		*	*	*								
4	Estonian	129	be_fond	X (be fond) of Y	симпатизировать	X (симпатизировать) Y-у		*	*	*								
4	Estonian	130	be_shy	X (be shy) about Y	стесняться	X (стесняться) Y-а		*	*	*								
