language_no	language	predicate_no	predicate_label_en	argument_frame_en	predicate_label_ru	argument_frame_ru	verb	X	Y	locus	valency_pattern	comms	sentence	glosses_en	back_translation_en	glosses_ru	back_translation_ru	comms_internal
24	Spanish	45	flatter	X (flatter) Y	льстить	X (льстить) Y-у		SBJ	DO	TR	TR							
24	Spanish	46	love1	X (love) Y	любить-1	X (любить) Y-а (сына)		SBJ	DO	TR	TR							
24	Spanish	47	wave	X (wave) Y	махать	X (махать) Y-ом		SBJ	DO	TR	TR							
24	Spanish	48	dream	X (dream) of Y	мечтать	X (мечтать) об Y-е		SBJ	con	Y	SBJ_con							
24	Spanish	49	wash	X (wash) Y	мыть	X (мыть) Y		SBJ	DO	TR	TR							
24	Spanish	50	put_on	X (put_on) Y	надевать	X (надевать) Y		SBJ	DO	TR	TR							
24	Spanish	51	be_called	X (be_called) Y	называться	X (называться) Y		SBJ	PRED	Y	SBJ_PRED							
24	Spanish	52	punish	X (punish) Y	наказывать	X (наказывать) Y-а		SBJ	DO	TR	TR							
24	Spanish	53	attack	X (attack) Y	напасть	X (нападать) на Y-а		SBJ	DO	TR	TR							
24	Spanish	54	fill#intr#	X (fill) with Y	наполняться	X (наполняться) Y-ом		SBJ	de	Y	SBJ_de							
24	Spanish	55	find	X (find) Y	находить	X (находить) Y(-а)		SBJ	DO	TR	TR							
24	Spanish	56	be_short	X (be short) Y	недоставать	X-у (недоставать) Y-a		DAT	SBJ	X	DAT_SBJ							
24	Spanish	57	hate	X (hate) Y	ненавидеть	X (ненавидеть) Y-а		SBJ	DO	TR	TR							
24	Spanish	58	like	X (like) Y	нравиться	X-у (нравиться) Y		DAT	SBJ	X	DAT_SBJ							
24	Spanish	59	need	X (need) Y	нуждаться	X (нуждаться) в Y-е		SBJ	DO	TR	TR							
24	Spanish	60	surround	X (surround) Y	окружать	X (окружать) Y (стена город)		SBJ	DO	TR	TR							
24	Spanish	61	remain	X (have) Y left	оставаться	у X-а (оставаться) Y		DAT	SBJ	X	DAT_SBJ							
24	Spanish	62	answer	X (answer) Y	отвечать	X (отвечать) Y-у		SBJ	DAT	Y	SBJ_DAT							
24	Spanish	63	open	X (open) Y	открывать	X (открывать) Y		SBJ	DO	TR	TR							
24	Spanish	64	be_different	X (be different) from Y	отличаться	X (отличаться) от Y-а		SBJ	de	Y	SBJ_de							
24	Spanish	65	fall_behind	X (fall behind) Y	отстать	X (отставать) от Y-а		*	*	*								наречие
24	Spanish	66	plough	X (plough) Y	пахать	X (пахать) Y		SBJ	DO	TR	TR							
24	Spanish	67	smell	X (smell) like / of Y	пахнуть	X (пахнуть) Y-ом		SBJ	a	Y	SBJ_a							
24	Spanish	68	cross	X (cross) Y	пересечь	X (пересекать) Y (улицу) 		SBJ	DO	TR	TR							
24	Spanish	69	sing	X (sing) Y	петь	X (петь) Y		SBJ	DO	TR	TR							
24	Spanish	70	write	X (write) Y	писать	X (писать) Y		SBJ	DO	TR	TR							
24	Spanish	71	drink	X (drink) Y	пить	X (пить) Y		SBJ	DO	TR	TR							
24	Spanish	72	melt	X (melt) Y	плавить	X (плавить) Y		SBJ	DO	TR	TR							
24	Spanish	73	match	X (match) Y	подходить	X (подходить) к Y-у (пояс к платью)		*	*	*								ADV
24	Spanish	74	leave	X (leave) Y	покидать	X (покидать) Y(-а)		SBJ	DO	TR	TR							
24	Spanish	75	cover	X (cover) Y	покрывать	X (покрывать) Y		SBJ	DO	TR	TR							
24	Spanish	76	remember	X (remember) Y	помнить	X (помнить) Y-а		SBJ	DO	TR	TR							
24	Spanish	77	help	X (help) Y	помочь	X (помогать) Y-у		SBJ	DO	TR	TR							Есть вариативность с DAT
24	Spanish	78	understand	X (understand) Y	понимать	X (понимать) Y		SBJ	DO	TR	TR							
24	Spanish	79	hit#target#	X (hit) Y	попасть	X (попадать) в Y (молния в дом)		SBJ	en	Y	SBJ_en							
24	Spanish	80	cut_oneself	X (cut oneself) with Y	порезаться	X (резаться) Y-ом		SBJ	con	Y	SBJ_con							
24	Spanish	81	get_stuck	X (get stuck) to Y	прилипать	X (прилипать) к Y-у		SBJ	a	Y	SBJ_a							
24	Spanish	82	lose#game#	X (lose) to Y	проиграть	X (проиграть) Y-у		*	*	*								Не нашли такого глагола, чтобы был актантом тот, у кого выиграли
24	Spanish	83	be_glad	X (be glad) about Y	радоваться	X (радоваться) Y-у		SBJ	de	Y	SBJ_de							
24	Spanish	84	speak	X (speak) with Y	разговаривать	X (разговаривать) с Y-ом		SBJ	con	Y	SBJ_con							
24	Spanish	85	give_birth	X (give birth) to Y	рожать	X (рожать) Y-а		SBJ	DO	TR	TR							
24	Spanish	86	drop	X (drop) Y	ронять	X (ронять) Y		SBJ	DO	TR	TR							
24	Spanish	87	govern	X (govern) Y	руководить	X (руководить) Y		SBJ	DO	TR	TR							
24	Spanish	88	miss	X (miss) Y	скучать	X (скучать) по Y-у		SBJ	DO	TR	TR							CV
24	Spanish	89	follow	X (follow) Y	следовать	X (следовать) за Y-ом		SBJ	DO	TR	TR							
24	Spanish	90	dismount	X (get down) from Y	слезать	X (слезать) с Y-a (с лошади)		SBJ	de	Y	SBJ_de							
24	Spanish	91	listen	X (listen) to Y	слушать	X (слушать) Y		SBJ	DO	TR	TR							
24	Spanish	92	obey	X (obey) Y	слушаться	X (слушаться) Y-a		SBJ	DO	TR	TR							
24	Spanish	93	hear	X (hear) Y	слышать	X (слышать) Y		SBJ	DO	TR	TR							
24	Spanish	94	mix	X (get mixed) with Y	смешаться	X (смешаться) с Y-ом		SBJ	con	Y	SBJ_con							
24	Spanish	95	look	X (look) at Y	смотреть	X (смотреть) на Y		SBJ	DO	TR	TR							
24	Spanish	96	take_off	X (take off) Y	снимать	X (снимать) Y (рубашку)		SBJ	DO	TR	TR							
24	Spanish	97	dream#sleeping#	X (dream) about Y	сниться	X-у (сниться) Y		SBJ	con	Y	SBJ_con							
24	Spanish	98	agree	X (agree) with Y	соглашаться	X (соглашаться) с Y-ом		SBJ	con	Y	SBJ_con							
24	Spanish	99	have_a_quarrel	X (have a quarrel) with Y	ссориться	X (ссориться) с кем Y		SBJ	con	Y	SBJ_con							
24	Spanish	100	cost	X (cost) Y	стоить	X (стоить) Y (один доллар)		SBJ	DO	TR	TR							
24	Spanish	101	shoot_at	X (shoot) at Y	стрелять	X (стрелять) в Y-а		SBJ	contra	Y	SBJ_contra							
24	Spanish	102	pour	X (pour) Y	сыпать	X (сыпать) Y		SBJ	DO	TR	TR							
24	Spanish	103	lose	X (lose) Y	терять	X (терять) Y		SBJ	DO	TR	TR							
24	Spanish	104	sink	X (sink) in Y	тонуть	X (тонуть) в Y-е		SBJ	en	Y	SBJ_en							
24	Spanish	105	kill	X (kill) Y	убивать	X (убивать) Y-а		SBJ	DO	TR	TR							
24	Spanish	106	hit	X (hit) Y	ударить	X (ударять) Y-а		SBJ	DAT	Y	SBJ_DAT							CV
24	Spanish	107	kiss	X (kiss) Y	целовать	X (целовать) Y-а		SBJ	DAT	Y	SBJ_DAT							CV
24	Spanish	108	read	X (read) Y	читать	X (читать) Y-а		SBJ	DO	TR	TR							
24	Spanish	109	move#bodypart#	X (move) Y	шевелить	X (шевелить) Y-ом		SBJ	DO	TR	TR							
24	Spanish	110	respect	X (respect) Y	уважать	X (уважать) Y-а		SBJ	DO	TR	TR							
24	Spanish	111	be_squeamish	X (be squeamish) about Y	брезговать	X (брезговать) Y-ом		DAT	SBJ	X	DAT_SBJ							
24	Spanish	112	be_content	X (be content) with	быть довольным	X (быть довольным) Y-ом		SBJ	con	Y	SBJ_con							
24	Spanish	113	fall_in_love	X (fall in love) with Y	влюбляться	X (влюбляться) в Y-a		SBJ	de	Y	SBJ_de							
24	Spanish	114	trust	X (trust) Y	доверять	X (доверять) Y-у		SBJ	en	Y	SBJ_en							
24	Spanish	115	sympathise	X (sympathise) with Y	жалеть	X (жалеть) Y-а		SBJ	DO	TR	TR							
24	Spanish	116	envy	X (envy) Y	завидовать	X (завидовать) Y-у		SBJ	DO	TR	TR							
24	Spanish	117	be_angry	X (be angry) with Y	злиться	X (злиться) на Y-а		SBJ	con	Y	SBJ_con							
24	Spanish	118	be_surprised	X (be surprised) at Y	удивляться	X (удивляться) Y-у		DAT	SBJ	X	DAT_SBJ							
24	Spanish	119	love2	X (love) Y	любить-2	X (любить) Y (чай/яблоки)		DAT	SBJ	X	DAT_SBJ							
24	Spanish	120	enjoy	X (enjoy) Y	наслаждаться	X (наслаждаться) Y-ом		SBJ	de	Y	SBJ_de							
24	Spanish	121	want	X (want) Y	хотеть	X (хотеть) Y-а		SBJ	DO	TR	TR							
24	Spanish	122	have_a_grudge	X (have a grudge) against Y	сердиться	X (сердиться) на Y-а		SBJ	con	Y	SBJ_con							
24	Spanish	123	take_offence	X (take_offence) at Y	обижаться	X (обижаться) на Y-а		SBJ	con	Y	SBJ_con							
24	Spanish	124	upset	X (upset) Y	огорчать	X (огорчать) Y-а		SBJ	DO	TR	TR							
24	Spanish	125	marvel	X (marvel) at Y	поражаться	X (поражаться) Y-у		DAT	SBJ	X	DAT_SBJ							
24	Spanish	126	despise	X (despise) Y	презирать	X (презирать) Y-а		SBJ	DO	TR	TR							
24	Spanish	127	get_upset	X (get upset) with Y	огорчаться	X (огорчаться) из-за Y-а		SBJ	por.culpa.de	Y	SBJ_por.culpa.de							
24	Spanish	128	get_irritated	X (get irritated) with Y	раздражаться	X (раздражаться) на Y-а		SBJ	con	Y	SBJ_con							
24	Spanish	129	be_fond	X (be fond) of Y	симпатизировать	X (симпатизировать) Y-у		SBJ	con	Y	SBJ_con							
24	Spanish	130	be_shy	X (be shy) about Y	стесняться	X (стесняться) Y-а		SBJ	de	Y	SBJ_de							
