language_no	predicate_no	verb	X	Y	locus	valency_pattern
35	108	бакæсын	NOM	GEN~NOM	TR	TR
35	109	базмæлын кӕнын	NOM	GEN~NOM	TR	TR
35	110	аргъ кæнын 	NOM	DAT	Y	NOM_DAT
35	111	æлгъ кæнын 	NOM	ALL	Y	NOM_ALL
35	112	разы уæвын 	NOM	ABL	Y	NOM_ABL
35	113	бауарзын*	*	*	*	
35	114	æууæндын* 	*	*	*	
35	115	тæригъæд кæнын 	NOM	DAT	Y	NOM_DAT
35	116	хæлæг кӕнын 	NOM	ALL	Y	NOM_ALL
35	117	мæсты кæнын 	*	*	*	
35	118	бадис кæнын 	NOM	SUPER	Y	NOM_SUPER
35	119	уарзын*	*	*	*	
35	120	йӕ мондӕгтӕ исын 	NOM	ABL	Y	NOM_ABL
35	121	хъæуын	GEN	NOM	X	GEN_NOM
35	122	мæсты кæнын 	NOM	ALL	Y	NOM_ALL
35	123	фæтæргай уæвын 	NOM	SUPER	Y	NOM_SUPER
35	124	фенкъард кæнын	NOM	GEN~NOM	TR	TR
35	125	бадис кæнын*	*	*	*	
35	126	йæ сæрмæ нæ хæссын	NOM	GEN~NOM	TR	TR
35	127	рамæсты кæнын 	NOM	tyxxaj	Y	NOM_tyxxaj
35	128	мæсты кæнын*	*	*	*	
35	129	йæ зæрдæмæ цæуын*	*	*	*	
35	130	ӕфсӕрмы кӕнын 	NOM	ABL	Y	NOM_ABL
39	1	a durea	ACC	NOM	X	ACC_NOM
39	2	a avea	NOM	ACC	TR	TR
39	3	a fi frică	DAT	de	XY	DAT_de
39	4	a arunca	NOM	ACC	TR	TR
39	5	a fi destul	*	*	*	
39	6	a semănă	NOM	cu	Y	NOM_cu
39	7	a avea încredere	*	*	*	
39	8	a lua	NOM	ACC	TR	TR
39	9	a vedea	NOM	ACC	TR	TR
39	10	a influența	NOM	ACC	TR	TR
39	11	a se întâlni	NOM	cu	Y	NOM_cu
39	12	a intra	NOM	in	Y	NOM_in
39	13	a învinge	NOM	ACC	TR	TR
39	14	a ieși	NOM	din	Y	NOM_din
39	15	a paște	NOM	ACC	TR	TR
39	16	a îndoi	NOM	ACC	TR	TR
39	17	a spune	NOM	DAT	Y	NOM_DAT
39	18	a ține	NOM	ACC	TR	TR
39	19	a prinde … din urmă	NOM	ACC	TR	TR
39	20	a mulge	NOM	ACC	TR	TR
39	21	a ajunge	NOM	la	Y	NOM_la
39	22	a atinge	NOM	ACC	TR	TR
39	23	a se bate	NOM	cu	Y	NOM_cu
39	24	a fi prieten	NOM	cu	Y	NOM_cu
39	25	a se gândi	NOM	la	Y	NOM_la
39	26	a mânca	NOM	ACC	TR	TR
39	27	a prăji	NOM	ACC	TR	TR
39	28	a aștepta 	NOM	ACC	TR	TR
39	29	a uita	NOM	ACC	TR	TR
39	30	a fi înfluențat	NOM	de	Y	NOM_de
39	31	a chema	NOM	ACC	TR	TR
39	32	a se întâlni	NOM	cu	Y	NOM_cu
39	33	a știe	NOM	ACC	TR	TR
39	34	a cânta	NOM	la	Y	NOM_la
39	35	a evita	NOM	ACC	TR	TR
39	36	a fabrica	NOM	ACC	TR	TR
39	37	a-și bate joc	NOM	de	Y	NOM_de
39	38	a avea	NOM	ACC	TR	TR
39	39	a căuta	NOM	ACC	TR	TR
39	40	a vopsi 	NOM	ACC	TR	TR
39	41	a mușca 	NOM	ACC	TR	TR
39	42	a pierde	NOM	ACC	TR	TR
39	43	a încerca să prindă 	*	*	*	
39	44	a rupe	NOM	ACC	TR	TR
39	45	a linguși	NOM	ACC	TR	TR
39	46	a iubi	NOM	ACC	TR	TR
39	47	a flutura	NOM	din	Y	NOM_din
39	48	a visa	NOM	la	Y	NOM_la
39	49	a spăla	NOM	ACC	TR	TR
39	50	a lua … pe sine	NOM	ACC	TR	TR
39	51	a se numi	NOM	NOM	Y	NOM_NOM
39	52	a pedepsi	NOM	ACC	TR	TR
39	53	a ataca	NOM	ACC	TR	TR
39	54	a fi umplut	NOM	cu	Y	NOM_cu
39	55	a găsi	NOM	ACC	TR	TR
39	56	a lipsi	DAT	NOM	X	DAT_NOM
39	57	a urî	NOM	ACC	TR	TR
39	58	a plăcea	DAT	NOM	X	DAT_NOM
39	59	a avea nevoie	*	*	*	
39	60	a înconjura	NOM	ACC	TR	TR
39	61	a rămâne	DAT	NOM	X	DAT_NOM
39	62	a răspunde	NOM	DAT	Y	NOM_DAT
39	63	a deschide	NOM	ACC	TR	TR
39	64	a fi diferit	NOM	de	Y	NOM_de
39	65	a rămâne 	*	*	*	
39	66	a ara	NOM	ACC	TR	TR
39	67	a mirosi	NOM	a	Y	NOM_a
39	68	a traversa	NOM	ACC	TR	TR
39	69	a cânta	NOM	ACC	TR	TR
39	70	a scrie	NOM	ACC	TR	TR
39	71	a bea	NOM	ACC	TR	TR
39	72	a topi	NOM	ACC	TR	TR
39	73	a se potrivi	NOM	cu	Y	NOM_cu
39	74	a părăsi	NOM	ACC	TR	TR
39	75	a acoperi	NOM	ACC	TR	TR
39	76	a aminti	NOM	ACC	TR	TR
39	77	a ajuta	NOM	ACC	TR	TR
39	78	a înțelege	NOM	ACC	TR	TR
39	79	a lovi	NOM	ACC	TR	TR
39	80	a se taie	NOM	cu	Y	NOM_cu
39	81	a se lipi	NOM	de	Y	NOM_de
39	82	a pierde	NOM	in.fata	Y	NOM_in.fata
39	83	a fi fericit	NOM	gratie	Y	NOM_gratie
39	84	a vorbi	NOM	cu	Y	NOM_cu
39	85	a năște	NOM	ACC	TR	TR
39	86	a scăpa 	NOM	ACC	TR	TR
39	87	a conduce	NOM	ACC	TR	TR
39	88	a fi dor	DAT	de	XY	DAT_de
39	89	a urma	NOM	ACC	TR	TR
39	90	a descăleca	*	*	*	
39	91	a asculta	NOM	la	Y	NOM_la
39	92	a asculta	NOM	ACC	TR	TR
39	93	a auzi	NOM	ACC	TR	TR
39	94	a fi amestecat	NOM	cu	Y	NOM_cu
39	95	a se uita	NOM	la	Y	NOM_la
39	96	a scoate	NOM	ACC	TR	TR
39	97	a visa	NOM	ACC	TR	TR
39	98	a fi de acord	NOM	cu	Y	NOM_cu
39	99	a se certa	NOM	cu	Y	NOM_cu
39	100	a costa	NOM	ACC	TR	TR
39	101	a pușca	NOM	ACC	TR	TR
39	102	a pune	NOM	ACC	TR	TR
39	103	a pierde	NOM	ACC	TR	TR
39	104	a se scufunda	NOM	in	Y	NOM_in
39	105	a omorî	NOM	ACC	TR	TR
39	106	a lovi	NOM	ACC	TR	TR
39	107	a săruta	NOM	ACC	TR	TR
39	108	a citi	NOM	ACC	TR	TR
39	109	a mișca	NOM	ACC	TR	TR
39	110	a respecta	NOM	ACC	TR	TR
39	111	a fi scârbă	*	*	*	
39	112	a fi mulțumit	NOM	de	Y	NOM_de
39	113	a se îndrăgosti	NOM	de	Y	NOM_de
39	114	a avea încredere	NOM	in	Y	NOM_in
39	115	a fi milă	DAT	de	XY	DAT_de
39	116	a invidia	NOM	ACC	TR	TR
39	117	a fi furios	NOM	pe	Y	NOM_pe
39	118	a fi surprins	NOM	de	Y	NOM_de
39	119	a plăcea	DAT	NOM	X	DAT_NOM
39	120	a face bine	DAT	NOM	X	DAT_NOM
39	121	a vrea	NOM	ACC	TR	TR
39	122	a fi supărat	NOM	pe	Y	NOM_pe
39	123	a simți jignit	*	*	*	
39	124	a întrista	NOM	ACC	TR	TR
39	125	a mira	NOM	de	Y	NOM_de
39	126	a desprețui	NOM	ACC	TR	TR
39	127	a fi trist	NOM	din.cauza	Y	NOM_din.cauza
39	128	a supără 	*	*	*	
39	129	a simpatiza	NOM	ACC	TR	TR
39	130	a fi rușine	DAT	de	XY	DAT_de
28	1	дукхал	ACC	NOM	X	ACC_NOM
28	2	сы	LOC	NOM	X	LOC_NOM
28	3	дарал	NOM	ABL	Y	NOM_ABL
28	4	шюдел	NOM	ACC	TR	TR
28	5	арэсэл	LOC	NOM	X	LOC_NOM
28	6	мя(зо)л  	NOM	pe	Y	NOM_pe
28	7	патял	NOM	DAT	Y	NOM_DAT
28	8	лел	NOM	ACC	TR	TR
28	9	дикхэл	NOM	ACC	TR	TR
28	10	влиил	NOM	pe	Y	NOM_pe
28	11	дикхэлпе	NOM	INS	Y	NOM_INS
28	12	шёлпе	NOM	ando	Y	NOM_ando
28	13	лел	NOM	ABL	Y	NOM_ABL
28	14	анклел	NOM	anda	Y	NOM_anda
28	15	нашавел	NOM	ACC	TR	TR
28	16	бандярэл	NOM	ACC	TR	TR
28	17	пхенел	NOM	DAT	Y	NOM_DAT
28	18	никэрэл	NOM	ACC	TR	TR
28	19	дугунил	NOM	ACC	TR	TR
28	20	странгол	NOM	ACC	TR	TR
28	21	арэсэл	NOM	LOC	Y	NOM_LOC
28	22	азбал	NOM	ACC	TR	TR
28	23	марэлпе	NOM	INS	Y	NOM_INS
28	24	дружыл	NOM	INS	Y	NOM_INS
28	25	гындилпе	NOM	pa	Y	NOM_pa
28	26	хал	NOM	ACC	TR	TR
28	27	пекэл	NOM	ACC	TR	TR
28	28	ажюкэрэл	NOM	ACC	TR	TR
28	29	быстрэл	NOM	pa	Y	NOM_pa
28	30	зависил	NOM	ABL	Y	NOM_ABL
28	31	акхарэл	NOM	ACC	TR	TR
28	32	знакомилпе	NOM	INS	Y	NOM_INS
28	33	жянел	NOM	ACC	TR	TR
28	34	дилабал	NOM	pe	Y	NOM_pe
28	35	нашэл	NOM	ABL	Y	NOM_ABL
28	36	лашярэл	NOM	ACC	TR	TR
28	37		*	*	*	
28	38	сы	LOC	NOM	X	LOC_NOM
28	39	родел	NOM	ACC	TR	TR
28	40	макхэл	NOM	ACC	TR	TR
28	41	дандярэл	NOM	ACC	TR	TR
28	42	хасарэл	NOM	ACC	TR	TR
28	43	астарэл	NOM	ACC	TR	TR
28	44	пхагэл	NOM	ACC	TR	TR
28	45	НЕТ	*	*	*	
28	46	пхаррол	NOM	pala	Y	NOM_pala
28	47	тринтил	NOM	INS	Y	NOM_INS
28	48	НЕТ	*	*	*	
28	49	халавел	NOM	ACC	TR	TR
28	50	лел пе песте	NOM	ACC	TR	TR
28	51	бушёл	NOM	NOM	Y	NOM_NOM
28	52	НЕТ	*	*	*	
28	53	хутёл	NOM	pe	Y	NOM_pe
28	54	пхердёл	NOM	INS	Y	NOM_INS
28	55	аракхэл	NOM	ACC	TR	TR
28	56	чи арэсэл	LOC	NOM	X	LOC_NOM
28	57	чи навидил	NOM	ACC	TR	TR
28	58	плачял	ACC	NOM	X	ACC_NOM
28	59	трубул	ACC	NOM	X	ACC_NOM
28	60	анколил	NOM	ACC	TR	TR
28	61	ашел	LOC	NOM	X	LOC_NOM
28	62	НЕТ	*	*	*	
28	63	пытрэл	NOM	ACC	TR	TR
28	64	чи мя(зо)л	NOM	pe	Y	NOM_pe
28	65	ашел	NOM	ABL	Y	NOM_ABL
28	66	вынавел	NOM	ACC	TR	TR
28	67	кхандёл	NOM	INS	Y	NOM_INS
28	68	накхэл	NOM	ACC	TR	TR
28	69	дилабал	NOM	ACC	TR	TR
28	70	рамол	NOM	ACC	TR	TR
28	71	пел	NOM	ACC	TR	TR
28	72	билавел	NOM	ACC	TR	TR
28	73	маладёл	NOM	DAT	Y	NOM_DAT
28	74	мекэл	NOM	ACC	TR	TR
28	75	вушяравел	NOM	ACC	TR	TR
28	76	сэрэл	NOM	ACC	TR	TR
28	77	ажютил	NOM	DAT	Y	NOM_DAT
28	78	атярэл	NOM	ACC	TR	TR
28	79	дел	NOM	ando	Y	NOM_ando
28	80	шинелпе	NOM	INS	Y	NOM_INS
28	81	астардёл	NOM	pe	Y	NOM_pe
28	82	хасарэл	NOM	DAT	Y	NOM_DAT
28	83	радуилпе	NOM	ABL	Y	NOM_ABL
28	84	дивинил	NOM	INS	Y	NOM_INS
28	85	аракхавел	NOM	ACC	TR	TR
28	86	перавел	NOM	ACC	TR	TR
28	87	рукавадил	NOM	pe	Y	NOM_pe
28	88	скучаил	NOM	pa	Y	NOM_pa
28	89	жял	NOM	pala	Y	NOM_pala
28	90	улел	NOM	pa	Y	NOM_pa
28	91	ашунел	NOM	ACC	TR	TR
28	92	кандел о муй	*	*	*	
28	93	ашунел	NOM	ACC	TR	TR
28	94	амисавел	NOM	INS	Y	NOM_INS
28	95	дикхэл	NOM	pe	Y	NOM_pe
28	96	шюдел	NOM	ACC	TR	TR
28	97	дичёл андо суно	DAT	NOM	X	DAT_NOM
28	98	сагласилпе	NOM	INS	Y	NOM_INS
28	99	халпе	NOM	INS	Y	NOM_INS
28	100	кэрэл	NOM	NOM	Y	NOM_NOM
28	101	дел яг	NOM	ando	Y	NOM_ando
28	102	шёрэл	NOM	ACC	TR	TR
28	103	хасарэл	NOM	ACC	TR	TR
28	104	тасол	NOM	ando	Y	NOM_ando
28	105	му(н)дарэл	NOM	ACC	TR	TR
28	106	дел	NOM	ando	Y	NOM_ando
28	107	чюми(н)дел	NOM	ACC	TR	TR
28	108	динел	NOM	ACC	TR	TR
28	109	миштил	NOM	INS	Y	NOM_INS
28	110	тхол лажяв	NOM	pe	Y	NOM_pe
28	111	грецолпе	NOM	ABL	Y	NOM_ABL
28	112	мишто	DAT	pala	XY	DAT_pala
28	113	влюбилпе	NOM	ando	Y	NOM_ando
28	114	патял	NOM	DAT	Y	NOM_DAT
28	115	мила	DAT	ABL	XY	DAT_ABL
28	116	завидуил	NOM	DAT	Y	NOM_DAT
28	117	холявел	NOM	pe	Y	NOM_pe
28	118	удивилпе	NOM	ABL	Y	NOM_ABL
28	119	НЕТ	*	*	*	
28	120	мишто	NOM	ABL	Y	NOM_ABL
28	121	камел	NOM	ACC	TR	TR
28	122	хал холи	NOM	pe	Y	NOM_pe
28	123	НЕТ	*	*	*	
28	124	холярэл	NOM	ACC	TR	TR
28	125	дилявел	NOM	ABL	Y	NOM_ABL
28	126	чи навидил	NOM	ABL	Y	NOM_ABL
28	127		*	*	*	
28	128	нервичилпе	NOM	pe	Y	NOM_pe
28	129	НЕТ	*	*	*	
28	130	лажял	NOM	ABL	Y	NOM_ABL
82	1	saejrede	*	*	*	
82	2	sovhten	*	*	*	
82	3	aerkie	NOM	ELA	Y	NOM_ELA
82	4	seedtie	NOM	ACC	TR	TR
82	5	jeenjh atna	NOM	ACC	TR	TR
82	6	pliere-sne	NOM	GEN	Y	NOM_GEN
82	7	jaahka	NOM	ACC	TR	TR
82	8	veelt-i	NOM	ACC	TR	TR
82	9	vuajna	NOM	ACC	TR	TR
82	10	*	*	*	*	
82	11	gaavned-i	NOM	COM	Y	NOM_COM
82	12	veedtj-i	NOM	GENsijse	Y	NOM_GENsijse
82	13	vitn-i	NOM	GENbijjelen	Y	NOM_GENbijjelen
82	14	veedtj-i	NOM	GENsistie	Y	NOM_GENsistie
82	15	voejede	NOM	ACC	TR	TR
82	16	vijdtj-i	NOM	ACC	TR	TR
82	17	jeeht-i	NOM	ILL	Y	NOM_ILL
82	18	steerie	NOM	ACC	TR	TR
82	19	jaks-i	NOM	ACC	TR	TR
82	20	buhtjie-ji	NOM	ACC	TR	TR
82	21	jaksa	NOM	ACC	TR	TR
82	22	båata	NOM	sontereGEN	Y	NOM_sontereGEN
82	23	geampa-minie	NOM	COM	Y	NOM_COM
82	24	voelpe	*	*	*	
82	25	ussjede	NOM	ILL	Y	NOM_ILL
82	26	barra-ji	NOM	ACC	TR	TR
82	27	biss-i	NOM	ACC	TR	TR
82	28	vuertie-minie	NOM	ACC	TR	TR
82	29	våajaldahte-me	NOM	ACC	TR	TR
82	30	*	*	*	*	
82	31	tjåårve	NOM	ACC	TR	TR
82	32	lier-i damtedh	NOM	ACC	TR	TR
82	33	damta	NOM	ACC	TR	TR
82	34	spealede	NOM	ACC	TR	TR
82	35	avta	NOM	ACC	TR	TR
82	36	daajhta	NOM	ACC	TR	TR
82	37	nirrie	NOM	ACC	TR	TR
82	38	atna	NOM	ACC	TR	TR
82	39	hohtje-minie	NOM	ACC	TR	TR
82	40	mööl-i	NOM	ACC	TR	TR
82	41	gaaktj-i	NOM	ACC	TR	TR
82	42	dassi	NOM	ACC	TR	TR
82	43	jååge-minie	NOM	ACC	TR	TR
82	44	tjööpk-i	NOM	ACC	TR	TR
82	45	garmede	NOM	ACC	TR	TR
82	46	eatsa	NOM	ACC	TR	TR
82	47	saevehte	NOM	COM	Y	NOM_COM
82	48	niekede	NOM	GENbijre	Y	NOM_GENbijre
82	49	biess-i	NOM	ACC	TR	TR
82	50	tjaaka	NOM	ACC	TR	TR
82	51	gahtja	ACC	NOM	X	ACC_NOM
82	52	päsjva	NOM	ACC	TR	TR
82	53	låevtie-ji	NOM	ACC	TR	TR
82	54	diev-i	NOM	ELA	Y	NOM_ELA
82	55	gaavn-i	NOM	ACC	TR	TR
82	56	fååtes-e	NOM	ACC	TR	TR
82	57	asjvoste	NOM	ACC	TR	TR
82	58	lyjhkie	NOM	ACC	TR	TR
82	59	daarpesje	NOM	ACC	TR	TR
82	60	leah 	NOM	GENbijrejargan 	Y	NOM_GENbijrejargan
82	61	aajmene	*	*	*	
82	62	vaestied-i	NOM	ACC	TR	TR
82	63	rihpest-i	NOM	ACC	TR	TR
82	64	*	*	*	*	
82	65	sjidt-i	NOM	GENmanngan	Y	NOM_GENmanngan
82	66	*	*	*	*	
82	67	hepsie-h	NOM	ELA	Y	NOM_ELA
82	68	vaadtja	NOM	GENraaste	Y	NOM_GENraaste
82	69	laavla-ji	NOM	ACC	TR	TR
82	70	tjaelie-ji	NOM	ACC	TR	TR
82	71	jovk-i	NOM	ACC	TR	TR
82	72	sjalkede	NOM	ACC	TR	TR
82	73	sjeahta	NOM	ILL	Y	NOM_ILL
82	74	leehp-i	NOM	ACC	TR	TR
82	75	gaptja	NOM	ACC	TR	TR
82	76	majhta	NOM	ACC	TR	TR
82	77	viehked-i	NOM	ACC	TR	TR
82	78	gårkå	NOM	ACC	TR	TR
82	79	leek-i	NOM	ACC	TR	TR
82	80	tjoehpede	NOM	COM	Y	NOM_COM
82	81	dabran-i	NOM	ILL	Y	NOM_ILL
82	82	dass-i	NOM	GENvuestie	Y	NOM_GENvuestie
82	83	feejjen sjidt-i	NOM	GENavteste	Y	NOM_GENavteste
82	84	soptseste	NOM	COM	Y	NOM_COM
82	85	baersield-i	NOM	ACC	TR	TR
82	86	gahtjed-i	NOM	ACC	TR	TR
82	87	reerie	NOM	ACC	TR	TR
82	88	sorkese	NOM	ACC	TR	TR
82	89	doerede	NOM	ACC	TR	TR
82	90	tjöödtjest-i	NOM	ELA	Y	NOM_ELA
82	91	goltele	NOM	ACC	TR	TR
82	92	goltele	NOM	ACC	TR	TR
82	93	gåvla	NOM	ACC	TR	TR
82	94	*	*	*	*	
82	95	vuartesje	NOM	ACC	TR	TR
82	96	sjigk-i	NOM	ACC	TR	TR
82	97	niekede	NOM	GENbijre	Y	NOM_GENbijre
82	98	*	*	*	*	
82	99	traakeste	NOM	COM	Y	NOM_COM
82	100	*	*	*	*	
82	101	skööht-i	NOM	ACC	TR	TR
82	102	gurkie	NOM	ACC	TR	TR
82	103	dass-i	NOM	ACC	TR	TR
82	104	*	*	*	*	
82	105	bovv-i	NOM	ACC	TR	TR
82	106	tjååskel-i	NOM	ACC	TR	TR
82	107	tjuvliest-i	NOM	ACC	TR	TR
82	108	lohk-i	NOM	ACC	TR	TR
82	109	svihtj-i	NOM	ACC	TR	TR
82	110	heevehte	NOM	ACC	TR	TR
82	111	*	*	*	*	
82	112	lea madtjeles	NOM	COM	Y	NOM_COM
82	113	iehtse-gååt-i	NOM	ACC	TR	TR
82	114	jaahka	NOM	ACC	TR	TR
82	115	*	*	*	*	
82	116	ååvete	NOM	ACC	TR	TR
82	117	måarehke	NOM	ILL	Y	NOM_ILL
82	118	*	*	*	*	
82	119	lyjhkoe	NOM	ACC	TR	TR
82	120	*	*	*	*	
82	121	*	*	*	*	
82	122	måaskan sjidteme	NOM	ILL	Y	NOM_ILL
82	123	måaskan sjidteme	NOM	ILL	Y	NOM_ILL
82	124	aarkeda-mme	NOM	ACC	TR	TR
82	125	*	*	*	*	
82	126	*	*	*	*	
82	127	*	*	*	*	
82	128	naskas sjädta	NOM	ACC	TR	TR
82	129	*	*	*	*	
82	130	käinn	*	*	*	
49	1	wàtú	POSS.OBJ	SBJ	X	POSS.OBJ_SBJ
49	2	rágà	OBJ	SBJ	X	OBJ_SBJ
49	3	kànú	SBJ	yi	Y	SBJ_yi
49	4	sédì 	SBJ	OBJ	TR	TR
49	5	bágá	OBJ	SBJ	X	OBJ_SBJ
49	6	qáwà	*	*	*	
49	7	sáxú	SBJ	yi	Y	SBJ_yi
49	8	wùtú 	SBJ	OBJ	TR	TR
49	9	ŋàrí	SBJ	OBJ	TR	TR
49	10	*	*	*	*	
49	11	gèmú 	*	*	*	
49	12	ró 	SBJ	yi	Y	SBJ_yi
49	13	qósó	SBJ	OBJ	TR	TR
49	14	búgú	SBJ	yi	Y	SBJ_yi
49	15	gèngé	SBJ	OBJ	TR	TR
49	16	gòròbìndí	SBJ	OBJ	TR	TR
49	17	kò/kó	SBJ	da	Y	SBJ_da
49	18	*	*	*	*	
49	19	légè 	SBJ	yi	Y	SBJ_yi
49	20	qámú	SBJ	OBJ	TR	TR
49	21	kìñé 	SBJ	yi	Y	SBJ_yi
49	22	kátì	SBJ	yi	Y	SBJ_yi
49	23	gàjá	*	*	*	
49	24	*	*	*	*	
49	25	sínmè 	SBJ	yi	Y	SBJ_yi
49	26	yígá	SBJ	OBJ	TR	TR
49	27	bíyí	SBJ	OBJ	TR	TR
49	28	dùgú 	SBJ	OBJ	TR	TR
49	29	mùngú	SBJ	yi	Y	SBJ_yi
49	30	*	*	*	*	
49	31	qírí 	SBJ	OBJ	TR	TR
49	32	tù/tú	SBJ	OBJ	TR	TR
49	33	tù/tú	SBJ	OBJ	TR	TR
49	34	tímí	SBJ	OBJ	TR	TR
49	35	gòorí	SBJ	OBJ	TR	TR
49	36	dàbárì	SBJ	OBJ	TR	TR
49	37	sòyí	SBJ	yi	Y	SBJ_yi
49	38	wá	maxa	SBJ	X	maxa_SBJ
49	39	mùndú	SBJ	OBJ	TR	TR
49	40	péntírí 	SBJ	OBJ	TR	TR
49	41	qíñí 	SBJ	OBJ	TR	TR
49	42	bònó	*	*	*	
49	43	rágà 	SBJ	OBJ	TR	TR
49	44	qósó	SBJ	OBJ	TR	TR
49	45	jàkkí	SBJ	OBJ	TR	TR
49	46	qànú 	SBJ	OBJ	TR	TR
49	47	yònkó 	SBJ	OBJ	TR	TR
49	48	*	*	*	*	
49	49	yánqí 	SBJ	OBJ	TR	TR
49	50	róndí 	SBJ	OBJ	TR	TR
49	51	*	*	*	*	
49	52	*	*	*	*	
49	53	qénú 	SBJ	yi	Y	SBJ_yi
49	54	hógú	SBJ	yi	Y	SBJ_yi
49	55	ñì/ñí	SBJ	OBJ	TR	TR
49	56	kòntó 	yi	SBJ	X	yi_SBJ
49	57	qóní 	SBJ	OBJ	TR	TR
49	58	línŋí 	da	SBJ	X	da_SBJ
49	59	*	*	*	*	
49	60	kòorí	SBJ	OBJ	TR	TR
49	61	tóxó	maxa	SBJ	X	maxa_SBJ
49	62	jáabì	SBJ	OBJ	TR	TR
49	63	ŋùñí 	SBJ	OBJ	TR	TR
49	64	*	*	*	*	
49	65	léelàntá 	SBJ	yi	Y	SBJ_yi
49	66	kòbí	SBJ	OBJ	TR	TR
49	67	*	*	*	*	
49	68	kárá	SBJ	OBJ	TR	TR
49	69	sùugú 	SBJ	OBJ	TR	TR
49	70	sáhà 	SBJ	OBJ	TR	TR
49	71	mìní	SBJ	OBJ	TR	TR
49	72	qàjá 	SBJ	OBJ	TR	TR
49	73	gèmú	*	*	*	
49	74	wàrá 	SBJ	OBJ	TR	TR
49	75	qúhú 	SBJ	OBJ	TR	TR
49	76	*	*	*	*	
49	77	dèemá 	SBJ	OBJ	TR	TR
49	78	hàámù 	SBJ	OBJ	TR	TR
49	79	qénú 	SBJ	yi	Y	SBJ_yi
49	80	kútú	SBJ	ti.yi	Y	SBJ_ti.yi
49	81	màlí 	SBJ	yi	Y	SBJ_yi
49	82	*	*	*	*	
49	83	ñáxálí 	SBJ	yi	Y	SBJ_yi
49	84	sèhé 	SBJ	da	Y	SBJ_da
49	85	sàará 	SBJ	OBJ	TR	TR
49	86	yèrèndí 	SBJ	OBJ	TR	TR
49	87	màrá 	SBJ	OBJ	TR	TR
49	88	*	*	*	*	
49	89	bàtú 	SBJ	OBJ	TR	TR
49	90	yànqá 	SBJ	yi	Y	SBJ_yi
49	91	térínká 	SBJ	OBJ	TR	TR
49	92	térínká	SBJ	OBJ	TR	TR
49	93	mùgú 	SBJ	OBJ	TR	TR
49	94	kólóncé 	*	*	*	
49	95	háyí 	SBJ	OBJ	TR	TR
49	96	wùtú kànmún ŋà	SBJ	OBJ	TR	TR
49	97	kùyí 	SBJ	OBJ	TR	TR
49	98	dùnŋé 	SBJ	da	Y	SBJ_da
49	99	sónqò	*	*	*	
49	100	*	*	*	*	
49	101	máráhàn kátú 	SBJ	yi	Y	SBJ_yi
49	102	jòxú 	SBJ	OBJ	TR	TR
49	103	sánkú	*	*	*	
49	104	yóolè 	SBJ	yi	Y	SBJ_yi
49	105	kàrí	SBJ	OBJ	TR	TR
49	106	kátú	SBJ	OBJ	TR	TR
49	107	sùgú	SBJ	OBJ	TR	TR
49	108	qàrá 	SBJ	OBJ	TR	TR
49	109	yònkó	SBJ	OBJ	TR	TR
49	110	dàró 	SBJ	OBJ	TR	TR
49	111	ñéxú 	SBJ	yi	Y	SBJ_yi
49	112	sáxú 	SBJ	yi	Y	SBJ_yi
49	113	qànú 	SBJ	OBJ	TR	TR
49	114	sáxú 	SBJ	yi	Y	SBJ_yi
49	115	hínnè 	SBJ	yi	Y	SBJ_yi
49	116	súuxè 	SBJ	yi	Y	SBJ_yi
49	117	bútú 	SBJ	wure	Y	SBJ_wure
49	118	làsámè 	SBJ	yi	Y	SBJ_yi
49	119	línŋí	da	SBJ	X	da_SBJ
49	120	dàxámù	SBJ	OBJ	TR	TR
49	121	mùllá	SBJ	OBJ	TR	TR
49	122	bútú 	SBJ	wure	Y	SBJ_wure
49	123	*	*	*	*	
49	124	sùnòndí 	SBJ	OBJ	TR	TR
49	125	làsámè 	SBJ	yi	Y	SBJ_yi
49	126	nèxú 	SBJ	yi	Y	SBJ_yi
49	127	sùnó	SBJ	yi	Y	SBJ_yi
49	128	bútú 	SBJ	wure	Y	SBJ_wure
49	129	qànú 	SBJ	OBJ	TR	TR
49	130	yàagú 	SBJ	yi	Y	SBJ_yi
5	1	-	*	*	*	
5	2	-	*	*	*	
5	3	qaIq’anas	NOM	SUPEL	Y	NOM_SUPEL
5	4	ahas	ERG	NOM	TR	TR
5	5	Gajxaras	DAT	NOM	X	DAT_NOM
5	6	akar ixes	*	*	*	
5	7	-	*	*	*	
5	8	aljāt’as	ERG	NOM	TR	TR
5	9	Gaǯes	AFF	NOM	X	AFF_NOM
5	10	taIhsir ha?as	*	*	*	
5	11	qizaX̅as	ADALL	NOM	X	ADALL_NOM
5	12	ič’es	NOM	ALL	Y	NOM_ALL
5	13	Ram-xes	NOM	SUPALL	Y	NOM_SUPALL
5	14	qiRič’es	NOM	INEL	Y	NOM_INEL
5	15	ha?ik̅as	ERG	NOM	TR	TR
5	16	egmiš-(h)a?as	ERG	NOM	TR	TR
5	17	ehes || iwhes	*	*	*	
5	18	hiwāǯes	ERG	NOM	TR	TR
5	19	hiqa qixes	*	*	*	
5	20	gjāzas	ERG	NOM	TR	TR
5	21	-	*	*	*	
5	22	set’as	NOM	CONTESS	Y	NOM_CONTESS
5	23	saIjXas	NOM	COM	Y	NOM_COM
5	24	-	*	*	*	
5	25	fikirramiš-xes	NOM	SUPEL	Y	NOM_SUPEL
